RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(RI+Na),cos(RI+Mg),cos(RI+Al),cos(RI+Si),cos(RI+K),cos(RI+Ca),cos(RI+Ba),cos(RI+Fe),cos(Na+Mg),cos(Na+Al),cos(Na+Si),cos(Na+K),cos(Na+Ca),cos(Na+Ba),cos(Na+Fe),cos(Mg+Al),cos(Mg+Si),cos(Mg+K),cos(Mg+Ca),cos(Mg+Ba),cos(Mg+Fe),cos(Al+Si),cos(Al+K),cos(Al+Ca),cos(Al+Ba),cos(Al+Fe),cos(Si+K),cos(Si+Ca),cos(Si+Ba),cos(Si+Fe),cos(K+Ca),cos(K+Ba),cos(K+Fe),cos(Ca+Ba),cos(Ca+Fe),cos(Ba+Fe)
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0.0,0.0,-0.6198119568028986,0.250581642550222,-0.9147439263962767,0.4152727800697996,-0.4836968784775141,-0.7894449929731706,0.055098410361875634,0.055098410361875634,-0.5130716900432339,-0.354924266788705,-0.35582619556484085,0.28323631989098763,-0.9914123451490399,0.7494076215820767,0.7494076215820767,-0.052365019161225934,0.7025823955451318,-0.6460430401349588,0.8544159365101233,-0.9528182145943047,-0.9528182145943047,0.12226594815949093,-0.19788881460910904,-0.9375692870090635,0.35301940121933034,0.35301940121933034,-0.5033119781891867,0.9318169065843123,-0.885434173052209,-0.885434173052209,-0.9568666743872638,0.8472551110134161,0.8472551110134161,-0.6563860379068381,-0.6563860379068381,1.0
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,-0.9556688547319582,0.3303751539194048,-0.954593913425577,-0.4779657721886476,-0.4424185030326483,-0.6415247462513015,-0.0582606636838783,0.05168329001598973,0.14077127610481416,-0.8785572023484813,-0.6394617563830383,-0.25981735621375585,-0.7782944217239668,0.1367372182078336,0.24465798416030085,0.13717711210090727,0.9983054799679851,-0.6228567477870415,0.9673166556995977,-0.8783450073588741,-0.9255133950087845,-0.642247893444379,-0.2563109082275227,-0.7805681801691837,0.1403316058467365,0.2481754516523729,-0.9979928587787161,0.4612356567986083,-0.9438728204562645,-0.9019073742941671,-0.9909311911069861,0.8138784566625339,0.8727445076457513,-0.8603818127797259,-0.7992332368822151,0.9939560979566968
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,-0.12050945235915374,0.2817149860510795,-0.9627982988086405,0.6056183040354158,-0.5540102939944653,-0.7156849249590659,0.052801760515158856,0.052801760515158856,-0.8717484118953155,0.047149454223816396,-0.6394617563830491,0.6868651800689234,-0.841280612020529,0.9849642489981738,0.9849642489981738,0.11734006757595546,0.5046875588337032,-0.5583445343691101,0.9185614862588488,-0.9432845990484758,-0.9432845990484758,0.46405956407278015,-0.40703320665926573,-0.8223757898643389,0.2190066870930415,0.2190066870930415,-0.22547187812892727,0.9991427701373501,-0.7626675025278824,-0.7626675025278824,-0.9945158095364889,0.8020957578842927,0.8020957578842927,-0.7352384205988414,-0.7352384205988414,1.0
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,-0.9997079987428824,0.5889354749124494,-0.40897785231365097,-0.5100968258133441,-0.06129522606971547,0.09640575078277383,0.04864711875609611,0.04864711875609611,0.682545826123003,-0.5165638642860134,-0.402089645505494,-0.18181613830901996,0.2163311867088681,-0.07276868355432009,-0.07276868355432009,-0.4099406389623056,0.9816672133697061,-0.704975769195658,0.6795631096835295,-0.7785731816204325,-0.7785731816204325,-0.9998617075654906,0.8364626499151869,-0.8166453193414416,0.891568288195329,0.891568288195329,-0.9299089820553018,0.9422838487863567,-0.8839133716935946,-0.8839133716935946,-0.9676072634589881,0.9939560979566968,0.9939560979566968,-0.989473798492712,-0.989473798492712,1.0
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,-0.9997079987428824,0.5889354749124494,-0.40897785231365097,-0.5100968258133441,-0.06129522606971547,0.09640575078277383,0.04864711875609611,0.04864711875609611,0.682545826123003,-0.5165638642860134,-0.402089645505494,-0.18181613830901996,0.2163311867088681,-0.07276868355432009,-0.07276868355432009,-0.4099406389623056,0.9816672133697061,-0.704975769195658,0.6795631096835295,-0.7785731816204325,-0.7785731816204325,-0.9998617075654906,0.8364626499151869,-0.8166453193414416,0.891568288195329,0.891568288195329,-0.9299089820553018,0.9422838487863567,-0.8839133716935946,-0.8839133716935946,-0.9676072634589881,0.9939560979566968,0.9939560979566968,-0.989473798492712,-0.989473798492712,1.0
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0.0,0.0,-0.1699343589148638,0.3008091811471904,-0.8758207097542317,0.6597624767723321,-0.5539769931586158,-0.6500454815356376,0.052841704673468846,0.052841704673468846,-0.8353447378311186,0.2252181581332822,-0.5428256668400303,0.6496826741947139,-0.9084863427796448,0.9750989841407338,0.9750989841407338,-0.09225760199951166,0.42505261576372694,-0.5416417918356986,0.9564027515160933,-0.9364566872907963,-0.9364566872907963,0.31700755856005997,-0.18807683889288032,-0.8937219761203768,0.43568244627671204,0.43568244627671204,-0.15677790116395507,0.9929763240076259,-0.7155613429800151,-0.7155613429800151,-0.9998908079249588,0.8020957578842927,0.8020957578842927,-0.7931831658010675,-0.7931831658010675,1.0
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,-0.09026005109906762,0.22326332021091927,-0.9114330492249914,0.7771489331764443,-0.5113488847251361,-0.7433229528891223,0.053221169951614106,0.053221169951614106,-0.9122565482301318,0.2252181581332822,-0.46514462036152393,0.7427491727036695,-0.801409305132014,0.9897030197746428,0.9897030197746428,-0.09225760199951166,0.34197706985385845,-0.6460430401349588,0.874510539164906,-0.9614943580602988,-0.9614943580602988,0.5417961692373049,-0.21745242068136467,-0.9150267739551639,0.3623577544766736,0.3623577544766736,-0.0374186218862095,0.9874507816402049,-0.5870640462090193,-0.5870640462090193,-0.9810906691380453,0.8309406791001634,0.8309406791001634,-0.7075451946476834,-0.7075451946476834,1.0
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,-0.5568786398295261,0.19415993873047094,-0.9571495726996079,0.43529204421666434,-0.5115551195672704,-0.7756752451433628,0.05298150856132883,0.05298150856132883,-0.627828035246386,-0.3920261960366527,-0.41122539163305616,0.33081487794904696,-0.9817866687932767,0.7999230273097051,0.7999230273097051,0.0076109461341487905,0.730476910798562,-0.6686479373533513,0.8329544506226041,-0.9693052215029608,-0.9693052215029608,0.259565872540653,-0.3421496511508982,-0.8798632124828492,0.23847605343372313,0.23847605343372313,-0.45949573073567923,0.9455848301414151,-0.875962415668074,-0.875962415668074,-0.9701911580773572,0.8309406791001634,0.8309406791001634,-0.6713422630206088,-0.6713422630206088,1.0
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,-0.8978813197891853,0.6049563278674351,-0.6220073063479136,-0.5186979966443496,-0.12100640320939948,0.26338141637254714,0.0486770832150411,0.0486770832150411,0.28714061555612064,-0.3077554256453242,-0.7856821126913045,0.23494981853982308,-0.09181540837372844,0.3960094745377585,0.3960094745377585,-0.1517998584983556,0.9797121327468037,-0.6460430401349588,0.5287837458369267,-0.7658672324346374,-0.7658672324346374,-0.9751567040436285,0.6294120265736969,-0.5103349969029011,0.751805729140895,0.751805729140895,-0.9471286631158224,0.9835904648022342,-0.8791927476112864,-0.8791927476112864,-0.8845714107560726,0.9855847669095608,0.9855847669095608,-0.9507275640659079,-0.9507275640659079,1.0
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0.0,0.3,-0.11046714448324818,0.23330103299720611,-0.9074033868235287,0.5975424046825865,-0.5371576295382073,-0.6576645392927215,0.052911606747032276,-0.24455785327751542,-0.8995593270691981,0.21546397609860915,-0.654709301355414,0.7083563891625846,-0.8770313268975255,0.9866425553446568,0.8944353405857377,-0.09225760199951166,0.5555464447807443,-0.6150023765255744,0.9300047296636599,-0.9586980828436685,-0.8318257152467456,0.3075076362738114,-0.23692904868467468,-0.865212631343072,0.371659872260533,0.08070844845480062,-0.2545935297621362,0.9995913050105635,-0.769097169221327,-0.5458702078170199,-0.9989976346155036,0.8138784566625339,0.6058201566434629,-0.7870537770643236,-0.9342029948839243,0.955336489125606
1.519,13.49,3.48,1.35,71.95,0.55,9.0,0.0,0.0,-0.7655096572577913,0.2827031195173026,-0.963076115762633,-0.35080196888016174,-0.477848340878796,-0.45873788234389967,0.05177316952386284,0.05177316952386284,-0.3038771224983109,-0.6463819419480308,-0.8156188499735801,0.09701411442317169,-0.8781326391546447,0.6029286278267241,0.6029286278267241,0.11734006757595546,0.9994951754195747,-0.6306488338927754,0.9962723766550488,-0.9432845990484758,-0.9432845990484758,-0.5033119781891867,-0.3232895668635036,-0.601657252408102,0.2190066870930415,0.2190066870930415,-0.9705316516498831,0.744234048101815,-0.9533558960933887,-0.9533558960933887,-0.9921699600893009,0.8525245220595057,0.8525245220595057,-0.9111302618846769,-0.9111302618846769,1.0
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0.0,0.16,-0.5409136870715039,0.17538913842277876,-0.9035114987950958,0.39976700395559855,-0.4950511261721539,-0.6027031040873571,0.05208275128094803,-0.10768446250137223,-0.6584516211663125,-0.2307350591400059,-0.46514462036152393,0.36828802282760675,-0.9995838265113764,0.811764300246999,0.7083563891625846,-0.1616762163536865,0.7701141090296622,-0.6978483250035639,0.9336336440746373,-0.9740282491988521,-0.9255133950087844,0.07250895329270868,-0.17824605564949209,-0.8335894554104488,0.3809248243668818,0.2287528078084596,-0.5119277164778977,0.9913782558773138,-0.8945517685727479,-0.8119163530990349,-0.9996930420352065,0.8419009751622688,0.7451744023448704,-0.8282729333567239,-0.9069635895848724,0.9872272833756269
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0.0,0.1,-0.9817591688080617,0.49190899839004554,-0.6177464052483311,-0.667433808502372,0.024123986289061275,0.34392688377365166,0.04411200821988314,-0.05584460604324583,0.39974662253068577,-0.5335843865891177,-0.7404892031707885,0.1268244729473488,0.24551905288957251,0.1466362898604449,0.047149454223816396,-0.297801641323633,0.9917906001833208,-0.8373344009738799,0.5787270663034175,-0.848100031710408,-0.7909677119144165,-0.9997269581067343,0.7451744023448704,-0.44893603808091836,0.7583618759905082,0.6894984329517471,-0.7859092953302601,0.9578400196842884,-0.7733861071839483,-0.8328103221630483,-0.9150267739551639,0.9998000066665778,0.9928086358538663,-0.9229110990971193,-0.8798632124828492,0.9950041652780257
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,-0.560560975472898,0.547890948712984,-0.6753459408789944,-0.310004113757576,-0.08134369924766716,0.519833224155812,0.048547236910224646,0.048547236910224646,-0.29433497521828966,0.1367372182078336,-0.9297738226135398,0.7153794036061139,-0.3258823739390428,0.7999230273097051,0.7999230273097051,-0.1517998584983547,0.9352695978962523,-0.7259323042001402,0.34023513675560596,-0.8089647866300855,-0.8089647866300855,-0.8661402849970217,0.6058201566434629,-0.18451099122887382,0.7038453156522362,0.7038453156522362,-0.990680492090781,0.9464979787735549,-0.9646640348235491,-0.9646640348235491,-0.7483521614328466,0.9915618937147881,0.9915618937147881,-0.8280240234935596,-0.8280240234935596,1.0
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0.0,0.0,-0.8202300467997075,0.1559518489590866,-0.9239126036660181,-0.22646549533618648,-0.5125772651713757,-0.5367616520961589,0.05179314269090967,0.05179314269090967,-0.3417323411116208,-0.6232041048860344,-0.6696949713365992,-0.032827160104273945,-0.8781326391546447,0.5287837458369267,0.5287837458369267,-0.13200259235517028,0.9994951754195751,-0.6978483250035639,0.9534344706181513,-0.9783616785819341,-0.9783616785819341,-0.49464590912208195,-0.2466323099688338,-0.7549476498123795,0.3342377271245026,0.3342377271245026,-0.9157727188827872,0.7703483730842078,-0.9844412531709725,-0.9844412531709725,-0.9971721561963784,0.8309406791001634,0.8309406791001634,-0.8704020629027672,-0.8704020629027672,1.0
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,-0.8939276966094438,0.5062329283285714,-0.44610063978355424,-0.5262864753630474,-0.04239096687477857,0.5543865644753875,0.04757835796200241,-0.11216712704641126,0.16054264564763404,-0.09269977743157382,-0.7978967654259582,0.3213615379303729,0.2163311867088681,0.40517198543356203,0.25434168418624353,-0.4638968692589801,0.9974251860891629,-0.7848096869247678,0.34962137233201435,-0.8373344009738799,-0.7395415287592582,-0.9999943250345793,0.8253356149096783,-0.4128439119366005,0.8727445076457513,0.7838216658808492,-0.9144574876530587,0.9917435630422239,-0.8743842049868684,-0.9405225913012191,-0.7483521614328466,0.9959527330119943,0.9689124217106447,-0.8049399679500471,-0.7001262430542174,0.9872272833756269
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,-0.5497735006449327,0.1364440701720997,-0.941974191479702,0.05180943463310102,-0.5213768563301318,-0.3300101122921207,0.05151351647061752,-0.058430374080030836,-0.6807306451508595,-0.3361566296927929,-0.740489203170779,0.3308148779490486,-0.9397659370322291,0.8058839576404507,0.7360164495269498,-0.10221017493344206,0.957734423114682,-0.7049757691956577,0.9953599451422042,-0.9823037763382316,-0.9558059386176664,-0.18633192878043048,-0.3043001710598332,-0.5443166386804261,0.28671520963195546,0.17981297767299934,-0.7626675025278824,0.9835904648022342,-0.994662183770442,-0.9773230711469929,-0.9507275640659079,0.8253356149096783,0.7583618759905082,-0.9597240569847161,-0.9847651734673236,0.9939560979566968
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,-0.7249164250155684,-0.31865386443243643,-0.9074958222274667,0.5060963364600662,-0.4770399718049551,-0.43270790948472126,0.052691913644384136,0.052691913644384136,-0.829805798070649,-0.4642902278222838,-0.12348199593157115,0.15652069800626667,-0.8920878739149612,0.6496826741947139,0.6496826741947139,-0.6070865055389545,0.951790187846919,-0.9614943580602988,0.7860702961410383,-0.9633448634412433,-0.9633448634412433,0.20119002967760438,-0.16839744794907702,-0.7001262430542188,0.371659872260533,0.371659872260533,-0.42361045720064006,0.982269361185638,-0.8346116317145693,-0.8346116317145693,-0.9879772279808662,0.8525245220595057,0.8525245220595057,-0.9230819841240738,-0.9230819841240738,1.0
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,-0.49792381555283305,-0.3466703485251888,-0.9416750585307042,0.5149442741703429,-0.47729482740560114,-0.3960437674692215,0.05240231429604976,0.05240231429604976,-0.963225637281521,-0.2790772624876394,-0.3929136907484419,0.43241277233122916,-0.9761474586788775,0.8399369017140279,0.8399369017140279,-0.5583445343691101,0.957734423114682,-0.969305221502961,0.7922122610537938,-0.9548646163796264,-0.9548646163796264,0.29797696348019087,-0.2563109082275227,-0.601657252408102,0.28671520963195546,0.28671520963195546,-0.4145309832561085,0.971671931977342,-0.8290616049180339,-0.8290616049180339,-0.9810046215940661,0.8525245220595057,0.8525245220595057,-0.9377236444023316,-0.9377236444023316,1.0
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,-0.5568703338629608,-0.3751967116793141,-0.9448000067238235,0.6212623557931405,-0.4412433043371567,-0.4419705944908007,0.05299149451361521,-0.03697524278577079,-0.9517102723417418,-0.354924266788705,-0.20239015609065747,0.40517198543356203,-0.9716103534101914,0.7999230273097051,0.7427491727036695,-0.5748239465332692,0.9242322670888038,-0.9841275769785145,0.7409109405100271,-0.9455250556146959,-0.9709581651495905,0.42826565386115084,-0.2272020946930871,-0.6331176463904846,0.2771208750565576,0.18964083129783424,-0.331060622262033,0.9496776978825432,-0.7495800213847379,-0.6870544247839422,-0.9944692669306109,0.8727445076457513,0.8253356149096783,-0.9191898621309318,-0.950865146886587,0.9959527330119943
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0.0,0.24,0.16866680711641127,-0.46594203381761506,-0.9447705146137654,0.9837480070783525,-0.4854638663194148,-0.40582770825855036,0.05308136784561045,-0.18580756263984113,-0.8535873269017975,0.3868073630245096,-0.24139001927807702,0.9031998091484483,-0.8864639497471927,0.9932365778171883,0.9923676161925834,-0.6536436208636119,0.5303556439480402,-0.991767098339465,0.6993056768682907,-0.9083006663593701,-0.9817022029984541,0.9178274308211836,-0.27559024682451294,-0.6016572524081005,0.2771208750565576,0.040785011241591035,0.4192078625528363,0.47257056857876517,-0.1270827840186229,0.11233502658579932,-0.9810046215940661,0.8472551110134161,0.6967067093471655,-0.9342029948839243,-0.9922253254526034,0.9713379748520297
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.0,0.31,-0.3569334692911318,0.26650110673472505,-0.873016455915259,0.6168408502602563,-0.5323326174312857,-0.9058678899497505,0.05861271462794117,-0.2487153229619923,-0.7302990367002146,0.027163599550322545,-0.41122539163305616,0.5030869325110907,-0.7953881715414242,0.9116030098300023,0.7427491727036695,-0.12208366377743342,0.49602944782645964,-0.5829778403072591,0.7341579743117826,-0.9465572317631765,-0.8030458656697306,0.26920998745149366,-0.16839744794907724,-0.9989776578286708,0.43568244627671204,0.1403316058467365,-0.22547187812891345,0.9388886398316535,-0.7495800213847379,-0.5119277164778855,-0.8983585839090309,0.8138784566625339,0.5978339822872983,-0.47592753503330965,-0.7215361100350928,0.9523335698857134
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,-0.24844351666275835,0.2819740402752463,-0.9449506246529206,0.5978470597111846,-0.5205061921961279,-0.866093763872098,0.052532135240017035,0.052532135240017035,-0.8008777679717868,-0.022831074900527458,-0.5428256668400184,0.6187628850187655,-0.7705143956585665,0.9542576426362255,0.9542576426362255,0.05757915612384602,0.5132952015056226,-0.5910734367830315,0.7922122610537938,-0.9432845990484758,-0.9432845990484758,0.4009674285890619,-0.31381055935888247,-0.9567375630830606,0.2771208750565576,0.2771208750565576,-0.2738822864870273,0.9549191549653833,-0.769097169221327,-0.769097169221327,-0.9230819841240738,0.8253356149096783,0.8253356149096783,-0.5446891134684134,-0.5446891134684134,1.0
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,-0.7580859077229728,0.5185472255867604,-0.8986769480827077,0.628880606317818,-0.5113402909674453,-0.9924741994643731,0.05323115577644529,0.05323115577644529,-0.05872578747008089,-0.4906478210147381,0.07612830001853971,0.06711644974427175,-0.8864639497471927,0.6108762999832124,0.6108762999832124,0.19632740626677755,0.23675061380114032,-0.3731379704378176,0.6993056768682907,-0.8262338476412722,-0.8262338476412722,0.3264757803546112,-0.1880768388928799,-0.9748436214041636,0.3901516843082303,0.3901516843082303,-0.24491047981296446,0.7891275700546888,-0.7429235156722649,-0.7429235156722649,-0.6932712706162236,0.8309406791001634,0.8309406791001634,-0.17511085919081024,-0.17511085919081024,1.0
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,-0.696403013105451,0.4485577809205432,-0.9072688569284495,0.4618790842874206,-0.49405160561724276,-0.9349202597518482,0.05323115577644529,-0.05671322714023398,-0.22676960754712588,-0.428500966998735,-0.21217292315279618,0.17624157161241205,-0.9456695318260206,0.6795631096835295,0.594920663309892,0.13717711210090727,0.49602944782645964,-0.4638968692589801,0.8042579229121282,-0.8686094366471648,-0.8089647866300855,0.15198138779989437,-0.1880768388928799,-0.999379768101426,0.371659872260533,0.26749882862458735,-0.4505911043892119,0.8130589743840955,-0.8610990519724927,-0.8000792778303477,-0.8338346752604369,0.8419009751622688,0.7775727187509279,-0.40412164452679195,-0.5020939611283953,0.9939560979566968
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,-0.8315448036718665,0.41383346545979327,-0.871500422170804,0.3255776878783734,-0.08813915408857477,-0.6567676338410395,0.051723236515659875,0.051723236515659875,-0.05872578747008089,-0.5420150349464431,-0.15319237222217236,0.3868073630245079,-0.9327420730313463,0.511703992453149,0.511703992453149,0.01761010929230725,0.6510902733204751,-0.8148028117859123,0.9826832076851203,-0.8877292517787501,-0.8877292517787501,-0.07735001976165862,0.3153223623952687,-0.9025150646103678,0.44466151674170673,0.44466151674170673,-0.8661402849970217,0.9606651011994307,-0.9274097488183283,-0.9274097488183283,-0.8654352092411123,0.9902159962126371,0.9902159962126371,-0.7870537770643236,-0.7870537770643236,1.0
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,-0.9293332734017752,0.3777647953404117,-0.9547962716132592,-0.5544129026448328,-0.06891899735940511,-0.7213878705410808,-0.5963719146116305,0.05100418692168318,0.11101112443656921,-0.8375770921213092,-0.7603150315126421,0.20568824784587897,-0.8828728256836348,-0.354924266788705,0.3213615379303729,0.18651236942257574,0.9951799309015783,-0.848100031710408,0.9503708470676735,-0.42809968152039385,-0.9054288894796296,-0.708540182623666,0.13042370873814554,-0.8444696962887723,-0.4252188520981522,0.2481754516523729,-0.9144574876530587,0.2757667902246074,-0.9882620154449107,-0.8594359180330797,-0.8052033853057,0.6894984329517471,0.9928086358538663,-0.9979026414617453,-0.7284236861977681,0.7712460149971067
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.0,0.11,-0.7799294331520924,0.6204614867997011,-0.7385544208864352,-0.4931503354662546,-0.17993824698212127,0.06609748892358035,0.04905662922732228,-0.060885991860587296,0.09111386474231668,-0.2501479486308675,-0.8883770228820775,0.3868073630245079,-0.4898737249844469,0.5868532072224946,0.494419564295019,0.02760751145421152,0.9684714262637689,-0.5829778403072591,0.6721930835534694,-0.7528549465672953,-0.6760501726952921,-0.9157727188827872,0.44466151674170673,-0.5443166386804261,0.6371511441985802,0.5486898605815876,-0.9721332734353403,0.9388886398316584,-0.8930889848370043,-0.9370783106708145,-0.9410003364789378,0.9736663950053749,0.9427546655283462,-0.9933692815601315,-0.9747445446749897,0.9939560979566968
1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,-0.9998768631977359,0.580938320853006,-0.6679670540315852,-0.8164046224830899,0.04850728403588782,0.21500379179404241,0.04850728403588782,0.04850728403588782,0.6451659056653537,-0.7262376547487792,-0.7667724528530832,-0.032827160104273945,0.29366161313386124,-0.032827160104273945,-0.032827160104273945,-0.12208366377743342,0.9717586766697681,-0.7848096869247678,0.594920663309892,-0.7848096869247678,-0.7848096869247678,-0.9919929990140974,0.7109135380122773,-0.50170986677365,0.7109135380122773,0.7109135380122773,-0.616402073860085,0.8012535175812853,-0.616402073860085,-0.616402073860085,-0.9650343229592008,1.0,1.0,-0.9650343229592008,-0.9650343229592008,1.0
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,-0.7608052836623156,0.5221167898301282,-0.7518896933155316,-0.29141658028147427,-0.1305499663417682,0.1357255104012639,0.04905662922732228,-0.020922146507484904,-0.05872578747008089,-0.240453526461572,-0.7856821126913045,0.45926441692078623,-0.4546194406110641,0.6108762999832124,0.5540046894833416,-0.0723257752532536,0.9387621370482149,-0.7120327163983098,0.7083563891625846,-0.8262338476412722,-0.7848096869247678,-0.7940404313649478,0.47132836417373997,-0.4667163403632429,0.6216099682706645,0.5652995311603544,-0.9977809739150821,0.9981150602329685,-0.9697404174714279,-0.9844412531709725,-0.9340444813917947,0.9838436927881214,0.9689124217106447,-0.982895383053711,-0.9676072634589881,0.9975510002532796
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,-0.8790296325077817,0.38812941539101375,-0.8772934750207912,-0.339548991035001,-0.04018285172263501,-0.07451515701767167,0.049785737170516896,0.049785737170516896,0.0012404049380560205,-0.623204104886033,-0.6770877259016741,0.349621372332016,-0.4546194406110641,0.43241277233123077,0.43241277233123077,-0.0023889781122815386,0.9885040691221892,-0.8585264337421019,0.9116030098300023,-0.9011387094668886,-0.9011387094668886,-0.679754133874986,0.3530194012193302,-0.4578490814853859,0.43568244627671204,0.43568244627671204,-0.9787276577180605,0.9487912538014396,-0.9563266636932889,-0.9563266636932889,-0.9978737966835496,0.9959527330119943,0.9959527330119943,-0.9996930420352065,-0.9996930420352065,1.0
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,-0.42082362166877146,0.44316928740094436,-0.7316393434398805,-0.0858017312277024,-0.14025967082584745,0.3671523577925155,0.04925638744460894,-0.12043064488695708,-0.5469859627942356,0.21546397609860915,-0.9017486568907608,0.7815627107880266,-0.6146521488144698,0.8853131098124392,0.7938821053428299,-0.19120434267030162,0.890762413861197,-0.7658672324346374,0.594920663309892,-0.8735208976839379,-0.7785731816204325,-0.6723858681190917,0.48887208186052755,-0.27209960096934555,0.6448265472400012,0.5062202572327784,-0.9882620154449107,0.9254438245295269,-0.9993291587446875,-0.9911195342565594,-0.8166453193414427,0.9820042351172703,0.9358968236779348,-0.9109471591078876,-0.8280240234935596,0.9855847669095608
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,-0.42082362166877146,0.44316928740094436,-0.7316393434398805,0.014092174172154935,-0.14025967082584745,0.3671523577925155,0.04925638744460894,-0.12043064488695708,-0.5469859627942356,0.21546397609860915,-0.8540896016459433,0.7815627107880266,-0.6146521488144698,0.8853131098124392,0.7938821053428299,-0.19120434267030162,0.8409410915661215,-0.7658672324346374,0.594920663309892,-0.8735208976839379,-0.7785731816204325,-0.5951299632329006,0.48887208186052755,-0.27209960096934555,0.6448265472400012,0.5062202572327784,-0.9680734288608875,0.882995091299356,-0.9979928587787171,-0.972892822082491,-0.8166453193414427,0.9820042351172703,0.9358968236779348,-0.9109471591078876,-0.8280240234935596,0.9855847669095608
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,-0.48324115273430557,0.37938454384843373,-0.751757820493244,-0.10570948769654467,-0.17974150780300838,0.3390865126368033,0.04925638744460894,-0.11049757142392547,-0.5469859627942356,0.116899045345256,-0.8790176724671519,0.7083563891625846,-0.582616974391103,0.8506218777929894,0.7559911303228288,-0.23030294068205867,0.9280042996546595,-0.7848096869247678,0.6721930835534681,-0.9054288894796296,-0.8262338476412722,-0.6649503643367052,0.42665980793015723,-0.2720996009693439,0.6216099682706645,0.48887208186052755,-0.9850092050037328,0.9432236106554257,-0.9983968915845978,-0.994662183770442,-0.8108331849671466,0.9736663950053749,0.9249090598573131,-0.9229110990971193,-0.8497834172351859,0.9872272833756269
1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,-0.6410250511779833,0.3807534816952328,-0.6977155875763978,-0.3092719558134817,-0.0721409521410071,0.6422466310808873,0.04777813051083533,0.017795387432894452,-0.3790408608781635,0.0071668797991832804,-0.888377022882084,0.6496826741947139,-0.08185322315848358,0.7360164495269486,0.7153794036061152,-0.30733286997841935,0.9852826912157271,-0.848100031710408,0.3775665710972933,-0.9054288894796296,-0.8922884481070684,-0.8507587710905465,0.5897880250310983,-0.005574258696310301,0.6822212072876136,0.6599831458849822,-0.9892689179438219,0.8876446858858011,-0.9646640348235491,-0.972133273435337,-0.6484711066917654,0.9928086358538663,0.9887710779360422,-0.7349373479229638,-0.7142656520272002,0.9995500337489875
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,-0.7852003458019613,0.45587139980667246,-0.993492262370142,-0.427465499165739,-0.10475115208404272,-0.8530269730875196,0.05502851656192566,-0.06489803088534109,0.9493750167147397,-0.6278280352463887,0.32990413809860275,-0.7725408701107974,-0.973927602018834,-0.6615119328113989,-0.7465310905707375,0.6423886576454144,0.9899665617671379,-0.7722588196467437,0.03441891301640543,-0.8636111153905661,-0.7970466407920116,-0.2157182702380314,-0.32328956686350335,-0.9477216021311119,-0.16839744794907702,-0.28518905924502064,-0.9744289168820143,-0.7711290954089658,-0.926184650997091,-0.9646640348235528,0.3278072441884575,0.9872272833756269,0.9610554383107709,0.4741352748678625,0.3653247419762019,0.9928086358538663
