STG,SCG,STR,LPR,PEG,STG*SCG,STG*STR,STG*LPR,STG*PEG,SCG*STR,SCG*LPR,SCG*PEG,STR*LPR,STR*PEG,LPR*PEG
0.41,0.49,0.34,0.21,0.92,0.2009,0.1394,0.0861,0.3772,0.1666,0.10289999999999999,0.45080000000000003,0.0714,0.3128,0.1932
0.42,0.36,0.63,0.04,0.25,0.1512,0.2646,0.0168,0.105,0.2268,0.0144,0.09,0.0252,0.1575,0.01
0.43,0.38,0.62,0.33,0.49,0.1634,0.2666,0.1419,0.2107,0.2356,0.1254,0.1862,0.2046,0.3038,0.1617
0.44,0.33,0.59,0.53,0.85,0.1452,0.2596,0.23320000000000002,0.374,0.1947,0.17490000000000003,0.2805,0.3127,0.5015,0.4505
0.4,0.42,0.58,0.75,0.16,0.168,0.23199999999999998,0.30000000000000004,0.064,0.24359999999999998,0.315,0.0672,0.43499999999999994,0.0928,0.12
0.46,0.44,0.89,0.12,0.66,0.2024,0.40940000000000004,0.0552,0.30360000000000004,0.3916,0.0528,0.2904,0.10679999999999999,0.5874,0.0792
0.38,0.39,0.79,0.33,0.3,0.1482,0.3002,0.1254,0.11399999999999999,0.30810000000000004,0.1287,0.11699999999999999,0.26070000000000004,0.237,0.099
0.39,0.42,0.83,0.65,0.19,0.1638,0.3237,0.2535,0.0741,0.34859999999999997,0.273,0.0798,0.5395,0.1577,0.12350000000000001
0.49,0.34,0.88,0.75,0.71,0.1666,0.43119999999999997,0.3675,0.3479,0.2992,0.255,0.2414,0.66,0.6248,0.5325
0.46,0.64,0.22,0.22,0.6,0.2944,0.1012,0.1012,0.276,0.1408,0.1408,0.384,0.0484,0.132,0.132
0.44,0.55,0.11,0.26,0.83,0.24200000000000002,0.0484,0.1144,0.36519999999999997,0.060500000000000005,0.14300000000000002,0.4565,0.0286,0.09129999999999999,0.2158
0.365,0.68,0.1,0.63,0.18,0.2482,0.0365,0.22995,0.0657,0.068,0.42840000000000006,0.12240000000000001,0.063,0.018,0.1134
0.45,0.65,0.19,0.99,0.55,0.29250000000000004,0.0855,0.4455,0.24750000000000003,0.12350000000000001,0.6435,0.35750000000000004,0.1881,0.10450000000000001,0.5445
0.46,0.78,0.38,0.24,0.89,0.3588,0.1748,0.1104,0.40940000000000004,0.2964,0.1872,0.6942,0.0912,0.3382,0.21359999999999998
0.37,0.55,0.41,0.29,0.3,0.20350000000000001,0.1517,0.10729999999999999,0.111,0.2255,0.1595,0.165,0.11889999999999998,0.12299999999999998,0.087
0.38,0.59,0.31,0.62,0.2,0.22419999999999998,0.1178,0.2356,0.07600000000000001,0.18289999999999998,0.36579999999999996,0.118,0.1922,0.062,0.124
0.49,0.64,0.34,0.78,0.21,0.3136,0.1666,0.3822,0.10289999999999999,0.21760000000000002,0.49920000000000003,0.1344,0.26520000000000005,0.0714,0.1638
0.495,0.82,0.67,0.01,0.93,0.4059,0.33165,0.00495,0.46035000000000004,0.5494,0.008199999999999999,0.7626,0.0067,0.6231000000000001,0.009300000000000001
0.44,0.69,0.61,0.29,0.57,0.3036,0.26839999999999997,0.1276,0.25079999999999997,0.42089999999999994,0.20009999999999997,0.3932999999999999,0.17689999999999997,0.34769999999999995,0.16529999999999997
0.365,0.57,0.59,0.55,0.25,0.20804999999999998,0.21534999999999999,0.20075,0.09125,0.33629999999999993,0.3135,0.1425,0.3245,0.1475,0.1375
0.49,0.9,0.52,0.9,0.47,0.441,0.2548,0.441,0.23029999999999998,0.468,0.81,0.423,0.468,0.2444,0.423
0.445,0.7,0.82,0.16,0.64,0.3115,0.3649,0.0712,0.2848,0.574,0.11199999999999999,0.44799999999999995,0.13119999999999998,0.5247999999999999,0.1024
0.42,0.7,0.72,0.3,0.8,0.294,0.3024,0.126,0.336,0.504,0.21,0.5599999999999999,0.216,0.576,0.24
0.37,0.6,0.77,0.4,0.5,0.222,0.2849,0.148,0.185,0.46199999999999997,0.24,0.3,0.30800000000000005,0.385,0.2
0.4,0.61,0.71,0.88,0.67,0.244,0.284,0.35200000000000004,0.268,0.4331,0.5367999999999999,0.4087,0.6248,0.4757,0.5896
0.6,0.14,0.22,0.11,0.66,0.084,0.132,0.066,0.396,0.030800000000000004,0.015400000000000002,0.09240000000000001,0.0242,0.1452,0.0726
0.55,0.1,0.27,0.25,0.29,0.05500000000000001,0.14850000000000002,0.1375,0.1595,0.027000000000000003,0.025,0.028999999999999998,0.0675,0.0783,0.0725
0.68,0.19,0.19,0.48,0.1,0.1292,0.1292,0.3264,0.068,0.0361,0.0912,0.019000000000000003,0.0912,0.019000000000000003,0.048
0.73,0.2,0.07,0.72,0.26,0.146,0.051100000000000007,0.5256,0.1898,0.014000000000000002,0.144,0.052000000000000005,0.0504,0.0182,0.1872
0.78,0.15,0.38,0.18,0.63,0.11699999999999999,0.2964,0.1404,0.4914,0.056999999999999995,0.027,0.0945,0.0684,0.2394,0.1134
0.55,0.1,0.34,0.3,0.1,0.05500000000000001,0.18700000000000003,0.165,0.05500000000000001,0.034,0.03,0.010000000000000002,0.10200000000000001,0.034,0.03
0.59,0.18,0.31,0.55,0.09,0.10619999999999999,0.18289999999999998,0.3245,0.053099999999999994,0.055799999999999995,0.099,0.0162,0.1705,0.027899999999999998,0.0495
0.64,0.09,0.33,0.65,0.5,0.0576,0.21120000000000003,0.41600000000000004,0.32,0.0297,0.058499999999999996,0.045,0.21450000000000002,0.165,0.325
0.6,0.19,0.55,0.08,0.1,0.11399999999999999,0.33,0.048,0.06,0.10450000000000001,0.0152,0.019000000000000003,0.044000000000000004,0.05500000000000001,0.008
0.69,0.02,0.62,0.3,0.29,0.0138,0.42779999999999996,0.207,0.20009999999999997,0.0124,0.006,0.0058,0.186,0.1798,0.087
0.78,0.21,0.68,0.65,0.75,0.1638,0.5304000000000001,0.507,0.585,0.1428,0.1365,0.1575,0.44200000000000006,0.51,0.48750000000000004
0.62,0.14,0.52,0.81,0.15,0.0868,0.3224,0.5022,0.093,0.0728,0.11340000000000001,0.021,0.4212,0.078,0.1215
0.7,0.18,0.88,0.09,0.66,0.126,0.616,0.063,0.46199999999999997,0.15839999999999999,0.0162,0.1188,0.07919999999999999,0.5808,0.0594
0.75,0.015,0.78,0.31,0.53,0.01125,0.585,0.23249999999999998,0.3975,0.0117,0.00465,0.00795,0.24180000000000001,0.41340000000000005,0.1643
0.55,0.17,0.71,0.48,0.11,0.09350000000000001,0.3905,0.264,0.060500000000000005,0.1207,0.0816,0.0187,0.3408,0.0781,0.0528
0.85,0.05,0.91,0.8,0.68,0.0425,0.7735,0.68,0.5780000000000001,0.045500000000000006,0.04000000000000001,0.034,0.7280000000000001,0.6188,0.544
0.78,0.27,0.13,0.14,0.62,0.2106,0.1014,0.10920000000000002,0.48360000000000003,0.035100000000000006,0.03780000000000001,0.16740000000000002,0.0182,0.0806,0.0868
0.8,0.29,0.06,0.31,0.51,0.23199999999999998,0.048,0.248,0.40800000000000003,0.0174,0.0899,0.1479,0.0186,0.0306,0.1581
0.9,0.26,0.19,0.58,0.79,0.234,0.171,0.522,0.7110000000000001,0.0494,0.1508,0.20540000000000003,0.11019999999999999,0.1501,0.4582
0.76,0.258,0.07,0.83,0.34,0.19608,0.053200000000000004,0.6308,0.2584,0.018060000000000003,0.21414,0.08772,0.058100000000000006,0.023800000000000005,0.2822
0.72,0.32,0.48,0.2,0.6,0.2304,0.34559999999999996,0.144,0.432,0.1536,0.064,0.192,0.096,0.288,0.12
0.6,0.251,0.39,0.29,0.3,0.15059999999999998,0.23399999999999999,0.174,0.18,0.09789,0.07279,0.07529999999999999,0.11309999999999999,0.11699999999999999,0.087
0.52,0.288,0.32,0.5,0.3,0.14976,0.16640000000000002,0.26,0.156,0.09215999999999999,0.144,0.08639999999999999,0.16,0.096,0.15
0.6,0.31,0.31,0.87,0.58,0.186,0.186,0.522,0.348,0.0961,0.2697,0.1798,0.2697,0.1798,0.5045999999999999
0.51,0.255,0.55,0.17,0.64,0.13005,0.2805,0.08670000000000001,0.3264,0.14025,0.04335000000000001,0.1632,0.09350000000000001,0.35200000000000004,0.10880000000000001
0.58,0.295,0.62,0.28,0.3,0.17109999999999997,0.3596,0.16240000000000002,0.174,0.18289999999999998,0.0826,0.0885,0.1736,0.186,0.084
0.61,0.258,0.56,0.62,0.24,0.15738,0.3416,0.3782,0.1464,0.14448000000000003,0.15996,0.06192,0.3472,0.13440000000000002,0.1488
0.77,0.267,0.59,0.78,0.28,0.20559000000000002,0.4543,0.6006,0.2156,0.15753,0.20826000000000003,0.07476000000000001,0.4602,0.1652,0.21840000000000004
0.79,0.28,0.88,0.2,0.66,0.22120000000000004,0.6952,0.15800000000000003,0.5214000000000001,0.24640000000000004,0.05600000000000001,0.18480000000000002,0.17600000000000002,0.5808,0.132
0.68,0.27,0.78,0.31,0.57,0.1836,0.5304000000000001,0.21080000000000002,0.3876,0.2106,0.08370000000000001,0.1539,0.24180000000000001,0.4446,0.1767
0.58,0.299,0.73,0.63,0.21,0.17342,0.42339999999999994,0.3654,0.12179999999999999,0.21827,0.18836999999999998,0.06279,0.4599,0.1533,0.1323
0.77,0.29,0.74,0.82,0.68,0.2233,0.5698,0.6314,0.5236000000000001,0.21459999999999999,0.23779999999999996,0.19720000000000001,0.6068,0.5032,0.5576
0.71,0.475,0.13,0.23,0.59,0.33725,0.0923,0.1633,0.41889999999999994,0.06175,0.10925,0.28025,0.029900000000000003,0.0767,0.1357
0.58,0.348,0.06,0.29,0.31,0.20183999999999996,0.0348,0.1682,0.1798,0.02088,0.10091999999999998,0.10787999999999999,0.0174,0.0186,0.0899
0.88,0.335,0.19,0.55,0.78,0.2948,0.16720000000000002,0.48400000000000004,0.6864,0.06365,0.18425000000000002,0.26130000000000003,0.10450000000000001,0.1482,0.42900000000000005
0.99,0.49,0.07,0.7,0.69,0.4851,0.0693,0.693,0.6830999999999999,0.034300000000000004,0.34299999999999997,0.33809999999999996,0.049,0.0483,0.48299999999999993
0.73,0.43,0.32,0.12,0.65,0.3139,0.2336,0.0876,0.4745,0.1376,0.0516,0.2795,0.0384,0.20800000000000002,0.078
0.61,0.33,0.36,0.28,0.28,0.2013,0.2196,0.1708,0.1708,0.1188,0.09240000000000001,0.09240000000000001,0.1008,0.1008,0.07840000000000001
0.51,0.4,0.4,0.59,0.23,0.20400000000000001,0.20400000000000001,0.3009,0.1173,0.16000000000000003,0.236,0.09200000000000001,0.236,0.09200000000000001,0.1357
0.83,0.44,0.49,0.91,0.66,0.36519999999999997,0.40669999999999995,0.7553,0.5478,0.21559999999999999,0.40040000000000003,0.2904,0.4459,0.3234,0.6006
0.66,0.38,0.55,0.15,0.62,0.2508,0.36300000000000004,0.099,0.4092,0.20900000000000002,0.056999999999999995,0.2356,0.0825,0.341,0.093
0.58,0.35,0.51,0.27,0.3,0.20299999999999999,0.2958,0.1566,0.174,0.1785,0.0945,0.105,0.13770000000000002,0.153,0.081
0.523,0.41,0.55,0.6,0.22,0.21442999999999998,0.28765,0.3138,0.11506000000000001,0.2255,0.24599999999999997,0.09019999999999999,0.33,0.12100000000000001,0.132
0.66,0.36,0.56,0.4,0.83,0.2376,0.36960000000000004,0.264,0.5478,0.2016,0.144,0.29879999999999995,0.22400000000000003,0.46480000000000005,0.332
0.62,0.37,0.81,0.13,0.64,0.2294,0.5022,0.0806,0.3968,0.2997,0.048100000000000004,0.2368,0.1053,0.5184000000000001,0.08320000000000001
0.52,0.44,0.82,0.3,0.52,0.2288,0.4264,0.156,0.27040000000000003,0.36079999999999995,0.132,0.2288,0.24599999999999997,0.4264,0.156
0.5,0.4,0.73,0.62,0.2,0.2,0.365,0.31,0.1,0.292,0.248,0.08000000000000002,0.4526,0.146,0.124
0.71,0.46,0.95,0.78,0.86,0.3266,0.6745,0.5538,0.6105999999999999,0.437,0.3588,0.3956,0.741,0.817,0.6708000000000001
0.64,0.55,0.15,0.18,0.63,0.35200000000000004,0.096,0.1152,0.4032,0.0825,0.099,0.34650000000000003,0.027,0.0945,0.1134
0.52,0.85,0.06,0.27,0.25,0.442,0.0312,0.14040000000000002,0.13,0.051,0.2295,0.2125,0.0162,0.015,0.0675
0.62,0.62,0.24,0.65,0.25,0.3844,0.1488,0.403,0.155,0.1488,0.403,0.155,0.156,0.06,0.1625
0.91,0.58,0.26,0.89,0.88,0.5277999999999999,0.2366,0.8099000000000001,0.8008000000000001,0.1508,0.5162,0.5104,0.23140000000000002,0.2288,0.7832
0.62,0.67,0.39,0.1,0.66,0.41540000000000005,0.24180000000000001,0.062,0.4092,0.26130000000000003,0.067,0.44220000000000004,0.03900000000000001,0.2574,0.066
0.58,0.58,0.31,0.29,0.29,0.3364,0.1798,0.1682,0.1682,0.1798,0.1682,0.1682,0.0899,0.0899,0.0841
0.89,0.68,0.49,0.65,0.9,0.6052000000000001,0.4361,0.5785,0.801,0.3332,0.44200000000000006,0.6120000000000001,0.3185,0.441,0.5850000000000001
0.72,0.6,0.45,0.79,0.45,0.432,0.324,0.5688,0.324,0.27,0.474,0.27,0.35550000000000004,0.2025,0.35550000000000004
0.68,0.63,0.65,0.09,0.66,0.42840000000000006,0.44200000000000006,0.061200000000000004,0.44880000000000003,0.40950000000000003,0.0567,0.4158,0.058499999999999996,0.42900000000000005,0.0594
0.56,0.6,0.6,0.31,0.5,0.336,0.336,0.1736,0.28,0.36,0.186,0.3,0.186,0.3,0.155
0.54,0.51,0.55,0.64,0.19,0.27540000000000003,0.29700000000000004,0.3456,0.10260000000000001,0.2805,0.3264,0.0969,0.35200000000000004,0.10450000000000001,0.1216
0.61,0.78,0.69,0.92,0.58,0.4758,0.42089999999999994,0.5612,0.35379999999999995,0.5382,0.7176,0.45239999999999997,0.6348,0.40019999999999994,0.5336
0.78,0.61,0.71,0.19,0.6,0.4758,0.5538,0.1482,0.46799999999999997,0.4331,0.1159,0.366,0.1349,0.426,0.11399999999999999
0.54,0.82,0.71,0.29,0.77,0.4428,0.3834,0.1566,0.41580000000000006,0.5821999999999999,0.23779999999999996,0.6314,0.20589999999999997,0.5467,0.2233
0.5,0.75,0.81,0.61,0.26,0.375,0.405,0.305,0.13,0.6075,0.4575,0.195,0.49410000000000004,0.2106,0.1586
0.66,0.9,0.76,0.87,0.74,0.5940000000000001,0.5016,0.5742,0.4884,0.684,0.783,0.666,0.6612,0.5624,0.6438
0.0,0.1,0.5,0.26,0.05,0.0,0.0,0.0,0.0,0.05,0.026000000000000002,0.005000000000000001,0.13,0.025,0.013000000000000001
0.05,0.05,0.55,0.6,0.14,0.0025000000000000005,0.027500000000000004,0.03,0.007000000000000001,0.027500000000000004,0.03,0.007000000000000001,0.33,0.07700000000000001,0.084
0.08,0.18,0.63,0.6,0.85,0.0144,0.0504,0.048,0.068,0.1134,0.108,0.153,0.378,0.5355,0.51
0.2,0.2,0.68,0.67,0.85,0.04000000000000001,0.136,0.134,0.17,0.136,0.134,0.17,0.45560000000000006,0.5780000000000001,0.5695
0.22,0.22,0.9,0.3,0.9,0.0484,0.198,0.066,0.198,0.198,0.066,0.198,0.27,0.81,0.27
0.14,0.14,0.7,0.5,0.3,0.019600000000000003,0.098,0.07,0.042,0.098,0.07,0.042,0.35,0.21,0.15
0.16,0.16,0.8,0.5,0.5,0.0256,0.128,0.08,0.08,0.128,0.08,0.08,0.4,0.4,0.25
0.12,0.12,0.75,0.68,0.15,0.0144,0.09,0.0816,0.018,0.09,0.0816,0.018,0.51,0.11249999999999999,0.10200000000000001
0.2,0.2,0.88,0.77,0.8,0.04000000000000001,0.17600000000000002,0.15400000000000003,0.16000000000000003,0.17600000000000002,0.15400000000000003,0.16000000000000003,0.6776,0.7040000000000001,0.6160000000000001
0.16,0.25,0.01,0.1,0.07,0.04,0.0016,0.016,0.011200000000000002,0.0025,0.025,0.0175,0.001,0.0007000000000000001,0.007000000000000001
0.11,0.29,0.2,0.05,0.66,0.0319,0.022000000000000002,0.0055000000000000005,0.0726,0.057999999999999996,0.014499999999999999,0.1914,0.010000000000000002,0.132,0.033
0.18,0.26,0.05,0.4,0.04,0.0468,0.009,0.072,0.0072,0.013000000000000001,0.10400000000000001,0.010400000000000001,0.020000000000000004,0.002,0.016
0.21,0.32,0.25,0.5,0.8,0.0672,0.0525,0.105,0.168,0.08,0.16,0.256,0.125,0.2,0.4
0.13,0.28,0.18,0.75,0.32,0.0364,0.0234,0.0975,0.041600000000000005,0.0504,0.21000000000000002,0.08960000000000001,0.135,0.0576,0.24
0.23,0.29,0.45,0.18,0.88,0.0667,0.10350000000000001,0.0414,0.2024,0.1305,0.052199999999999996,0.2552,0.081,0.396,0.15839999999999999
0.1,0.27,0.35,0.45,0.05,0.027000000000000003,0.034999999999999996,0.045000000000000005,0.005000000000000001,0.0945,0.12150000000000001,0.013500000000000002,0.1575,0.017499999999999998,0.022500000000000003
0.22,0.31,0.42,0.88,0.8,0.0682,0.0924,0.1936,0.17600000000000002,0.13019999999999998,0.2728,0.248,0.3696,0.336,0.7040000000000001
0.0,0.25,0.5,0.09,0.07,0.0,0.0,0.0,0.0,0.125,0.0225,0.0175,0.045,0.035,0.0063
0.05,0.29,0.58,0.14,0.32,0.014499999999999999,0.028999999999999998,0.007000000000000001,0.016,0.1682,0.040600000000000004,0.0928,0.08120000000000001,0.1856,0.044800000000000006
0.1,0.3,0.58,0.28,0.55,0.03,0.057999999999999996,0.028000000000000004,0.05500000000000001,0.174,0.084,0.165,0.16240000000000002,0.319,0.15400000000000003
0.2,0.32,0.65,0.31,0.89,0.064,0.13,0.062,0.17800000000000002,0.20800000000000002,0.0992,0.2848,0.2015,0.5785,0.2759
0.19,0.28,0.57,0.58,0.17,0.053200000000000004,0.1083,0.11019999999999999,0.0323,0.1596,0.16240000000000002,0.04760000000000001,0.33059999999999995,0.0969,0.09860000000000001
0.11,0.26,0.56,0.68,0.27,0.0286,0.06160000000000001,0.0748,0.0297,0.1456,0.1768,0.07020000000000001,0.3808000000000001,0.15120000000000003,0.1836
0.12,0.28,0.7,0.16,0.32,0.033600000000000005,0.08399999999999999,0.0192,0.0384,0.196,0.044800000000000006,0.08960000000000001,0.11199999999999999,0.22399999999999998,0.0512
0.18,0.29,0.78,0.15,0.61,0.052199999999999996,0.1404,0.027,0.1098,0.22619999999999998,0.0435,0.17689999999999997,0.11699999999999999,0.4758,0.0915
0.2,0.25,0.7,0.25,0.03,0.05,0.13999999999999999,0.05,0.006,0.175,0.0625,0.0075,0.175,0.020999999999999998,0.0075
0.16,0.28,0.72,0.27,0.32,0.044800000000000006,0.1152,0.0432,0.0512,0.2016,0.07560000000000001,0.08960000000000001,0.19440000000000002,0.2304,0.0864
0.11,0.3,0.79,0.8,0.32,0.033,0.0869,0.08800000000000001,0.0352,0.237,0.24,0.096,0.6320000000000001,0.2528,0.256
0.18,0.31,0.81,0.7,0.4,0.055799999999999995,0.1458,0.126,0.072,0.2511,0.217,0.124,0.567,0.32400000000000007,0.27999999999999997
0.1,0.33,0.02,0.0,0.25,0.033,0.002,0.0,0.025,0.006600000000000001,0.0,0.0825,0.0,0.005,0.0
0.18,0.37,0.11,0.28,0.3,0.06659999999999999,0.019799999999999998,0.0504,0.054,0.0407,0.10360000000000001,0.111,0.030800000000000004,0.033,0.084
0.13,0.4,0.17,0.25,0.38,0.052000000000000005,0.0221,0.0325,0.0494,0.068,0.1,0.15200000000000002,0.0425,0.0646,0.095
0.11,0.42,0.38,0.82,0.31,0.0462,0.041800000000000004,0.09019999999999999,0.0341,0.1596,0.3444,0.13019999999999998,0.3116,0.1178,0.2542
0.22,0.48,0.47,0.78,0.81,0.1056,0.10339999999999999,0.1716,0.17820000000000003,0.22559999999999997,0.3744,0.38880000000000003,0.3666,0.3807,0.6318
0.14,0.38,0.59,0.11,0.32,0.053200000000000004,0.0826,0.015400000000000002,0.044800000000000006,0.22419999999999998,0.041800000000000004,0.1216,0.0649,0.1888,0.0352
0.15,0.42,0.6,0.15,0.62,0.063,0.09,0.0225,0.093,0.252,0.063,0.26039999999999996,0.09,0.372,0.093
0.09,0.38,0.54,0.69,0.21,0.0342,0.048600000000000004,0.062099999999999995,0.0189,0.20520000000000002,0.2622,0.0798,0.3726,0.1134,0.14489999999999997
0.2,0.49,0.68,0.76,0.78,0.098,0.136,0.15200000000000002,0.15600000000000003,0.3332,0.3724,0.3822,0.5168,0.5304000000000001,0.5928
0.12,0.62,0.21,0.3,0.59,0.0744,0.025199999999999997,0.036,0.07079999999999999,0.13019999999999998,0.186,0.36579999999999996,0.063,0.12389999999999998,0.177
0.14,0.65,0.19,0.26,0.66,0.09100000000000001,0.026600000000000002,0.0364,0.09240000000000001,0.12350000000000001,0.169,0.42900000000000005,0.0494,0.1254,0.1716
0.16,0.51,0.09,0.38,0.1,0.0816,0.0144,0.0608,0.016,0.045899999999999996,0.1938,0.051000000000000004,0.0342,0.009,0.038000000000000006
0.12,0.56,0.13,0.48,0.32,0.06720000000000001,0.0156,0.0576,0.0384,0.0728,0.26880000000000004,0.17920000000000003,0.0624,0.041600000000000005,0.1536
0.2,0.85,0.24,0.79,0.85,0.17,0.048,0.15800000000000003,0.17,0.204,0.6715,0.7224999999999999,0.1896,0.204,0.6715
0.16,0.52,0.3,0.09,0.11,0.08320000000000001,0.048,0.0144,0.0176,0.156,0.0468,0.0572,0.027,0.033,0.009899999999999999
0.21,0.78,0.42,0.32,0.84,0.1638,0.08819999999999999,0.0672,0.17639999999999997,0.3276,0.24960000000000002,0.6552,0.1344,0.35279999999999995,0.2688
0.08,0.56,0.33,0.4,0.1,0.044800000000000006,0.026400000000000003,0.032,0.008,0.18480000000000002,0.22400000000000003,0.05600000000000001,0.132,0.033,0.04000000000000001
0.14,0.61,0.39,0.56,0.56,0.0854,0.05460000000000001,0.07840000000000001,0.07840000000000001,0.2379,0.3416,0.3416,0.21840000000000004,0.21840000000000004,0.31360000000000005
0.18,0.7,0.41,0.67,0.33,0.126,0.07379999999999999,0.1206,0.0594,0.287,0.469,0.23099999999999998,0.2747,0.1353,0.22110000000000002
0.22,0.8,0.44,0.78,0.88,0.17600000000000002,0.0968,0.1716,0.1936,0.35200000000000004,0.6240000000000001,0.7040000000000001,0.3432,0.3872,0.6864
0.1,0.6,0.51,0.1,0.01,0.06,0.051000000000000004,0.010000000000000002,0.001,0.306,0.06,0.006,0.051000000000000004,0.0051,0.001
0.15,0.67,0.56,0.07,0.66,0.1005,0.084,0.0105,0.099,0.37520000000000003,0.046900000000000004,0.44220000000000004,0.039200000000000006,0.36960000000000004,0.046200000000000005
0.0,0.62,0.52,0.26,0.07,0.0,0.0,0.0,0.0,0.3224,0.1612,0.0434,0.13520000000000001,0.0364,0.0182
0.11,0.88,0.67,0.66,0.89,0.0968,0.0737,0.0726,0.0979,0.5896,0.5808,0.7832,0.44220000000000004,0.5963,0.5874
0.08,0.56,0.7,0.14,0.1,0.044800000000000006,0.055999999999999994,0.011200000000000002,0.008,0.392,0.07840000000000001,0.05600000000000001,0.098,0.06999999999999999,0.014000000000000002
0.21,0.9,0.9,0.22,0.92,0.189,0.189,0.0462,0.1932,0.81,0.198,0.8280000000000001,0.198,0.8280000000000001,0.2024
0.08,0.58,0.71,0.27,0.09,0.0464,0.056799999999999996,0.0216,0.0072,0.41179999999999994,0.1566,0.052199999999999996,0.1917,0.0639,0.024300000000000002
0.13,0.62,0.77,0.28,0.31,0.0806,0.10010000000000001,0.0364,0.0403,0.4774,0.1736,0.1922,0.2156,0.2387,0.0868
0.21,0.88,0.87,0.56,0.95,0.1848,0.1827,0.11760000000000001,0.19949999999999998,0.7656,0.49280000000000007,0.836,0.4872,0.8265,0.532
0.22,0.86,0.83,0.89,0.65,0.1892,0.18259999999999998,0.1958,0.14300000000000002,0.7138,0.7654,0.559,0.7387,0.5395,0.5785
0.2,0.78,0.91,0.82,0.85,0.15600000000000003,0.18200000000000002,0.164,0.17,0.7098000000000001,0.6396,0.663,0.7462,0.7735,0.697
0.25,0.0,0.1,0.12,0.37,0.0,0.025,0.03,0.0925,0.0,0.0,0.0,0.012,0.037,0.044399999999999995
0.29,0.1,0.17,0.74,0.52,0.028999999999999998,0.049300000000000004,0.21459999999999999,0.1508,0.017,0.074,0.052000000000000005,0.1258,0.0884,0.38480000000000003
0.3,0.18,0.23,0.9,0.84,0.054,0.069,0.27,0.252,0.0414,0.162,0.1512,0.20700000000000002,0.1932,0.756
0.32,0.02,0.34,0.13,0.31,0.0064,0.10880000000000001,0.041600000000000005,0.0992,0.0068000000000000005,0.0026000000000000003,0.0062,0.0442,0.10540000000000001,0.0403
0.28,0.12,0.38,0.17,0.6,0.033600000000000005,0.10640000000000001,0.04760000000000001,0.168,0.0456,0.0204,0.072,0.0646,0.22799999999999998,0.10200000000000001
0.26,0.09,0.33,0.28,0.32,0.0234,0.0858,0.0728,0.08320000000000001,0.0297,0.0252,0.0288,0.09240000000000001,0.10560000000000001,0.08960000000000001
0.28,0.16,0.41,0.51,0.56,0.044800000000000006,0.1148,0.1428,0.15680000000000002,0.06559999999999999,0.0816,0.08960000000000001,0.20909999999999998,0.2296,0.2856
0.26,0.12,0.34,0.68,0.29,0.0312,0.0884,0.1768,0.0754,0.0408,0.0816,0.0348,0.23120000000000004,0.09860000000000001,0.19720000000000001
0.31,0.2,0.46,0.78,0.83,0.062,0.1426,0.24180000000000001,0.2573,0.09200000000000001,0.15600000000000003,0.166,0.3588,0.3818,0.6474
0.25,0.05,0.53,0.1,0.12,0.0125,0.1325,0.025,0.03,0.026500000000000003,0.005000000000000001,0.006,0.053000000000000005,0.0636,0.012
0.32,0.15,0.66,0.24,0.82,0.048,0.21120000000000003,0.0768,0.26239999999999997,0.099,0.036,0.12299999999999998,0.1584,0.5412,0.19679999999999997
0.28,0.08,0.52,0.25,0.08,0.022400000000000003,0.1456,0.07,0.022400000000000003,0.041600000000000005,0.02,0.0064,0.13,0.041600000000000005,0.02
0.33,0.2,0.64,0.59,0.94,0.066,0.21120000000000003,0.1947,0.3102,0.128,0.118,0.188,0.3776,0.6016,0.5546
0.31,0.15,0.58,0.76,0.52,0.0465,0.1798,0.2356,0.1612,0.087,0.11399999999999999,0.078,0.44079999999999997,0.3016,0.3952
0.28,0.06,0.7,0.27,0.32,0.016800000000000002,0.196,0.07560000000000001,0.08960000000000001,0.041999999999999996,0.0162,0.0192,0.189,0.22399999999999998,0.0864
0.3,0.16,0.89,0.32,0.95,0.048,0.267,0.096,0.285,0.1424,0.0512,0.152,0.2848,0.8454999999999999,0.304
0.27,0.03,0.76,0.59,0.23,0.0081,0.20520000000000002,0.1593,0.06210000000000001,0.0228,0.017699999999999997,0.0069,0.44839999999999997,0.1748,0.1357
0.32,0.2,0.84,0.81,0.8,0.064,0.2688,0.25920000000000004,0.256,0.168,0.16200000000000003,0.16000000000000003,0.6804,0.672,0.6480000000000001
0.31,0.32,0.29,0.31,0.96,0.0992,0.0899,0.0961,0.2976,0.0928,0.0992,0.3072,0.0899,0.2784,0.2976
0.28,0.29,0.19,0.37,0.58,0.08120000000000001,0.053200000000000004,0.10360000000000001,0.16240000000000002,0.055099999999999996,0.10729999999999999,0.1682,0.0703,0.11019999999999999,0.21459999999999999
0.32,0.31,0.26,0.83,0.77,0.0992,0.08320000000000001,0.2656,0.2464,0.0806,0.2573,0.2387,0.2158,0.20020000000000002,0.6391
0.25,0.28,0.3,0.001,0.25,0.07,0.075,0.00025,0.0625,0.084,0.00028000000000000003,0.07,0.0003,0.075,0.00025
0.26,0.26,0.31,0.26,0.13,0.06760000000000001,0.0806,0.06760000000000001,0.033800000000000004,0.0806,0.06760000000000001,0.033800000000000004,0.0806,0.0403,0.033800000000000004
0.27,0.29,0.34,0.28,0.32,0.0783,0.0918,0.07560000000000001,0.0864,0.09860000000000001,0.08120000000000001,0.0928,0.09520000000000002,0.10880000000000001,0.08960000000000001
