RI,Na,Mg,Al,Si,K,Ca,Ba,Fe,cos(RI+Na),cos(RI+Mg),cos(RI+Al),cos(RI+Si),cos(RI+K),cos(RI+Ca),cos(RI+Ba),cos(RI+Fe),cos(Na+Mg),cos(Na+Al),cos(Na+Si),cos(Na+K),cos(Na+Ca),cos(Na+Ba),cos(Na+Fe),cos(Mg+Al),cos(Mg+Si),cos(Mg+K),cos(Mg+Ca),cos(Mg+Ba),cos(Mg+Fe),cos(Al+Si),cos(Al+K),cos(Al+Ca),cos(Al+Ba),cos(Al+Fe),cos(Si+K),cos(Si+Ca),cos(Si+Ba),cos(Si+Fe),cos(K+Ca),cos(K+Ba),cos(K+Fe),cos(Ca+Ba),cos(Ca+Fe),cos(Ba+Fe),Type
1.51567,13.29,3.45,1.21,72.74,0.56,8.57,0.0,0.0,-0.6198119568028990,0.250581642550222,-0.9147439263962770,0.4152727800698000,-0.4836968784775140,-0.7894449929731710,0.055098410361875600,0.055098410361875600,-0.5130716900432340,-0.354924266788705,-0.35582619556484100,0.28323631989098800,-0.9914123451490400,0.7494076215820770,0.7494076215820770,-0.052365019161225900,0.7025823955451320,-0.6460430401349590,0.8544159365101230,-0.9528182145943050,-0.9528182145943050,0.12226594815949100,-0.19788881460910900,-0.9375692870090640,0.35301940121933000,0.35301940121933000,-0.5033119781891870,0.9318169065843120,-0.885434173052209,-0.885434173052209,-0.9568666743872640,0.8472551110134160,0.8472551110134160,-0.6563860379068380,-0.6563860379068380,1.0,1
1.51909,13.89,3.53,1.32,71.81,0.51,8.78,0.11,0.0,-0.9556688547319580,0.3303751539194050,-0.954593913425577,-0.4779657721886480,-0.4424185030326480,-0.6415247462513020,-0.0582606636838783,0.05168329001598970,0.14077127610481400,-0.8785572023484810,-0.6394617563830380,-0.25981735621375600,-0.7782944217239670,0.1367372182078340,0.24465798416030100,0.13717711210090700,0.9983054799679850,-0.6228567477870420,0.9673166556995980,-0.8783450073588740,-0.9255133950087850,-0.642247893444379,-0.2563109082275230,-0.7805681801691840,0.1403316058467370,0.2481754516523730,-0.9979928587787160,0.4612356567986080,-0.9438728204562650,-0.9019073742941670,-0.9909311911069860,0.8138784566625340,0.8727445076457510,-0.8603818127797260,-0.7992332368822150,0.9939560979566970,1
1.51797,12.74,3.48,1.35,72.96,0.64,8.68,0.0,0.0,-0.12050945235915400,0.2817149860510800,-0.9627982988086410,0.6056183040354160,-0.5540102939944650,-0.7156849249590660,0.052801760515158900,0.052801760515158900,-0.8717484118953160,0.047149454223816400,-0.6394617563830490,0.6868651800689230,-0.841280612020529,0.9849642489981740,0.9849642489981740,0.11734006757595500,0.5046875588337030,-0.5583445343691100,0.9185614862588490,-0.9432845990484760,-0.9432845990484760,0.46405956407278000,-0.40703320665926600,-0.8223757898643390,0.2190066870930420,0.2190066870930420,-0.22547187812892700,0.9991427701373500,-0.7626675025278820,-0.7626675025278820,-0.9945158095364890,0.8020957578842930,0.8020957578842930,-0.7352384205988410,-0.7352384205988410,1.0,1
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,-0.9997079987428820,0.5889354749124490,-0.40897785231365100,-0.5100968258133440,-0.06129522606971550,0.09640575078277380,0.04864711875609610,0.04864711875609610,0.682545826123003,-0.5165638642860130,-0.402089645505494,-0.18181613830902000,0.2163311867088680,-0.07276868355432010,-0.07276868355432010,-0.4099406389623060,0.9816672133697060,-0.704975769195658,0.6795631096835300,-0.7785731816204330,-0.7785731816204330,-0.9998617075654910,0.8364626499151870,-0.8166453193414420,0.891568288195329,0.891568288195329,-0.9299089820553020,0.9422838487863570,-0.8839133716935950,-0.8839133716935950,-0.9676072634589880,0.9939560979566970,0.9939560979566970,-0.989473798492712,-0.989473798492712,1.0,1
1.52213,14.21,3.82,0.47,71.77,0.11,9.57,0.0,0.0,-0.9997079987428820,0.5889354749124490,-0.40897785231365100,-0.5100968258133440,-0.06129522606971550,0.09640575078277380,0.04864711875609610,0.04864711875609610,0.682545826123003,-0.5165638642860130,-0.402089645505494,-0.18181613830902000,0.2163311867088680,-0.07276868355432010,-0.07276868355432010,-0.4099406389623060,0.9816672133697060,-0.704975769195658,0.6795631096835300,-0.7785731816204330,-0.7785731816204330,-0.9998617075654910,0.8364626499151870,-0.8166453193414420,0.891568288195329,0.891568288195329,-0.9299089820553020,0.9422838487863570,-0.8839133716935950,-0.8839133716935950,-0.9676072634589880,0.9939560979566970,0.9939560979566970,-0.989473798492712,-0.989473798492712,1.0,1
1.51793,12.79,3.5,1.12,73.03,0.64,8.77,0.0,0.0,-0.1699343589148640,0.3008091811471900,-0.8758207097542320,0.6597624767723320,-0.5539769931586160,-0.6500454815356380,0.052841704673468800,0.052841704673468800,-0.8353447378311190,0.2252181581332820,-0.5428256668400300,0.6496826741947140,-0.9084863427796450,0.9750989841407340,0.9750989841407340,-0.09225760199951170,0.42505261576372700,-0.5416417918356990,0.9564027515160930,-0.9364566872907960,-0.9364566872907960,0.31700755856006000,-0.18807683889288000,-0.8937219761203770,0.43568244627671200,0.43568244627671200,-0.15677790116395500,0.9929763240076260,-0.7155613429800150,-0.7155613429800150,-0.9998908079249590,0.8020957578842930,0.8020957578842930,-0.7931831658010680,-0.7931831658010680,1.0,1
1.51755,12.71,3.42,1.2,73.2,0.59,8.64,0.0,0.0,-0.09026005109906760,0.22326332021091900,-0.9114330492249910,0.7771489331764440,-0.5113488847251360,-0.7433229528891220,0.053221169951614100,0.053221169951614100,-0.9122565482301320,0.2252181581332820,-0.46514462036152400,0.7427491727036700,-0.801409305132014,0.9897030197746430,0.9897030197746430,-0.09225760199951170,0.34197706985385800,-0.6460430401349590,0.874510539164906,-0.9614943580602990,-0.9614943580602990,0.5417961692373050,-0.21745242068136500,-0.9150267739551640,0.3623577544766740,0.3623577544766740,-0.0374186218862095,0.9874507816402050,-0.5870640462090190,-0.5870640462090190,-0.9810906691380450,0.8309406791001630,0.8309406791001630,-0.7075451946476830,-0.7075451946476830,1.0,1
1.51779,13.21,3.39,1.33,72.76,0.59,8.59,0.0,0.0,-0.5568786398295260,0.19415993873047100,-0.9571495726996080,0.43529204421666400,-0.5115551195672700,-0.7756752451433630,0.05298150856132880,0.05298150856132880,-0.627828035246386,-0.3920261960366530,-0.41122539163305600,0.33081487794904700,-0.9817866687932770,0.7999230273097050,0.7999230273097050,0.0076109461341487900,0.730476910798562,-0.6686479373533510,0.8329544506226040,-0.9693052215029610,-0.9693052215029610,0.259565872540653,-0.3421496511508980,-0.8798632124828490,0.23847605343372300,0.23847605343372300,-0.45949573073567900,0.9455848301414150,-0.875962415668074,-0.875962415668074,-0.9701911580773570,0.8309406791001630,0.8309406791001630,-0.6713422630206090,-0.6713422630206090,1.0,1
1.5221,13.73,3.84,0.72,71.76,0.17,9.74,0.0,0.0,-0.8978813197891850,0.6049563278674350,-0.6220073063479140,-0.5186979966443500,-0.12100640320939900,0.26338141637254700,0.0486770832150411,0.0486770832150411,0.28714061555612100,-0.3077554256453240,-0.7856821126913050,0.23494981853982300,-0.09181540837372840,0.3960094745377590,0.3960094745377590,-0.1517998584983560,0.9797121327468040,-0.6460430401349590,0.5287837458369270,-0.7658672324346370,-0.7658672324346370,-0.9751567040436290,0.6294120265736970,-0.5103349969029010,0.751805729140895,0.751805729140895,-0.9471286631158220,0.9835904648022340,-0.8791927476112860,-0.8791927476112860,-0.8845714107560730,0.9855847669095610,0.9855847669095610,-0.9507275640659080,-0.9507275640659080,1.0,1
1.51786,12.73,3.43,1.19,72.95,0.62,8.76,0.0,0.3,-0.11046714448324800,0.23330103299720600,-0.9074033868235290,0.5975424046825870,-0.5371576295382070,-0.6576645392927220,0.052911606747032300,-0.24455785327751500,-0.8995593270691980,0.21546397609860900,-0.654709301355414,0.7083563891625850,-0.8770313268975260,0.9866425553446570,0.8944353405857380,-0.09225760199951170,0.5555464447807440,-0.6150023765255740,0.9300047296636600,-0.9586980828436690,-0.8318257152467460,0.3075076362738110,-0.23692904868467500,-0.865212631343072,0.371659872260533,0.08070844845480060,-0.2545935297621360,0.9995913050105640,-0.769097169221327,-0.5458702078170200,-0.9989976346155040,0.8138784566625340,0.6058201566434630,-0.7870537770643240,-0.9342029948839240,0.955336489125606,1
1.519,13.49,3.48,1.35,71.95,0.55,9.0,0.0,0.0,-0.7655096572577910,0.2827031195173030,-0.963076115762633,-0.35080196888016200,-0.477848340878796,-0.45873788234390000,0.05177316952386280,0.05177316952386280,-0.3038771224983110,-0.6463819419480310,-0.8156188499735800,0.09701411442317170,-0.8781326391546450,0.6029286278267240,0.6029286278267240,0.11734006757595500,0.9994951754195750,-0.6306488338927750,0.9962723766550490,-0.9432845990484760,-0.9432845990484760,-0.5033119781891870,-0.3232895668635040,-0.601657252408102,0.2190066870930420,0.2190066870930420,-0.9705316516498830,0.744234048101815,-0.9533558960933890,-0.9533558960933890,-0.9921699600893010,0.8525245220595060,0.8525245220595060,-0.9111302618846770,-0.9111302618846770,1.0,1
1.51869,13.19,3.37,1.18,72.72,0.57,8.83,0.0,0.16,-0.5409136870715040,0.17538913842277900,-0.9035114987950960,0.39976700395559900,-0.4950511261721540,-0.6027031040873570,0.05208275128094800,-0.10768446250137200,-0.6584516211663130,-0.2307350591400060,-0.46514462036152400,0.36828802282760700,-0.9995838265113760,0.811764300246999,0.7083563891625850,-0.1616762163536870,0.7701141090296620,-0.6978483250035640,0.9336336440746370,-0.9740282491988520,-0.9255133950087840,0.07250895329270870,-0.17824605564949200,-0.8335894554104490,0.3809248243668820,0.2287528078084600,-0.5119277164778980,0.9913782558773140,-0.8945517685727480,-0.8119163530990350,-0.9996930420352070,0.8419009751622690,0.7451744023448700,-0.8282729333567240,-0.9069635895848720,0.9872272833756270,1
1.52667,13.99,3.7,0.71,71.57,0.02,9.82,0.0,0.1,-0.9817591688080620,0.49190899839004600,-0.6177464052483310,-0.667433808502372,0.024123986289061300,0.34392688377365200,0.04411200821988310,-0.05584460604324580,0.39974662253068600,-0.5335843865891180,-0.7404892031707890,0.1268244729473490,0.24551905288957300,0.1466362898604450,0.047149454223816400,-0.297801641323633,0.9917906001833210,-0.8373344009738800,0.5787270663034180,-0.848100031710408,-0.7909677119144170,-0.9997269581067340,0.7451744023448700,-0.44893603808091800,0.7583618759905080,0.6894984329517470,-0.7859092953302600,0.9578400196842880,-0.7733861071839480,-0.8328103221630480,-0.9150267739551640,0.9998000066665780,0.9928086358538660,-0.9229110990971190,-0.8798632124828490,0.9950041652780260,1
1.52223,13.21,3.77,0.79,71.99,0.13,10.02,0.0,0.0,-0.560560975472898,0.547890948712984,-0.6753459408789940,-0.310004113757576,-0.08134369924766720,0.519833224155812,0.048547236910224600,0.048547236910224600,-0.29433497521829000,0.1367372182078340,-0.9297738226135400,0.7153794036061140,-0.3258823739390430,0.7999230273097050,0.7999230273097050,-0.1517998584983550,0.9352695978962520,-0.7259323042001400,0.34023513675560600,-0.8089647866300860,-0.8089647866300860,-0.8661402849970220,0.6058201566434630,-0.18451099122887400,0.7038453156522360,0.7038453156522360,-0.990680492090781,0.9464979787735550,-0.9646640348235490,-0.9646640348235490,-0.7483521614328470,0.9915618937147880,0.9915618937147880,-0.8280240234935600,-0.8280240234935600,1.0,1
1.51898,13.58,3.35,1.23,72.08,0.59,8.91,0.0,0.0,-0.8202300467997080,0.1559518489590870,-0.9239126036660180,-0.22646549533618600,-0.5125772651713760,-0.5367616520961590,0.05179314269090970,0.05179314269090970,-0.3417323411116210,-0.6232041048860340,-0.6696949713365990,-0.032827160104273900,-0.8781326391546450,0.5287837458369270,0.5287837458369270,-0.13200259235517000,0.9994951754195750,-0.6978483250035640,0.9534344706181510,-0.9783616785819340,-0.9783616785819340,-0.49464590912208200,-0.2466323099688340,-0.7549476498123800,0.3342377271245030,0.3342377271245030,-0.9157727188827870,0.7703483730842080,-0.9844412531709730,-0.9844412531709730,-0.9971721561963780,0.8309406791001630,0.8309406791001630,-0.8704020629027670,-0.8704020629027670,1.0,1
1.5232,13.72,3.72,0.51,71.75,0.09,10.06,0.0,0.16,-0.8939276966094440,0.5062329283285710,-0.44610063978355400,-0.5262864753630470,-0.04239096687477860,0.5543865644753880,0.04757835796200240,-0.11216712704641100,0.16054264564763400,-0.09269977743157380,-0.7978967654259580,0.3213615379303730,0.2163311867088680,0.40517198543356200,0.25434168418624400,-0.4638968692589800,0.9974251860891630,-0.7848096869247680,0.34962137233201400,-0.8373344009738800,-0.7395415287592580,-0.9999943250345790,0.8253356149096780,-0.4128439119366010,0.8727445076457510,0.7838216658808490,-0.9144574876530590,0.9917435630422240,-0.8743842049868680,-0.9405225913012190,-0.7483521614328470,0.9959527330119940,0.9689124217106450,-0.8049399679500470,-0.7001262430542170,0.9872272833756270,1
1.51926,13.2,3.33,1.28,72.36,0.6,9.14,0.0,0.11,-0.5497735006449330,0.1364440701721000,-0.941974191479702,0.05180943463310100,-0.5213768563301320,-0.3300101122921210,0.05151351647061750,-0.058430374080030800,-0.6807306451508600,-0.3361566296927930,-0.740489203170779,0.3308148779490490,-0.9397659370322290,0.8058839576404510,0.7360164495269500,-0.10221017493344200,0.957734423114682,-0.7049757691956580,0.9953599451422040,-0.9823037763382320,-0.9558059386176660,-0.18633192878043000,-0.3043001710598330,-0.5443166386804260,0.28671520963195500,0.17981297767299900,-0.7626675025278820,0.9835904648022340,-0.994662183770442,-0.9773230711469930,-0.9507275640659080,0.8253356149096780,0.7583618759905080,-0.9597240569847160,-0.9847651734673240,0.9939560979566970,1
1.51808,13.43,2.87,1.19,72.84,0.55,9.03,0.0,0.0,-0.7249164250155680,-0.31865386443243600,-0.9074958222274670,0.5060963364600660,-0.4770399718049550,-0.43270790948472100,0.052691913644384100,0.052691913644384100,-0.829805798070649,-0.4642902278222840,-0.12348199593157100,0.15652069800626700,-0.8920878739149610,0.6496826741947140,0.6496826741947140,-0.6070865055389550,0.951790187846919,-0.9614943580602990,0.7860702961410380,-0.9633448634412430,-0.9633448634412430,0.20119002967760400,-0.16839744794907700,-0.7001262430542190,0.371659872260533,0.371659872260533,-0.42361045720064000,0.982269361185638,-0.8346116317145690,-0.8346116317145690,-0.9879772279808660,0.8525245220595060,0.8525245220595060,-0.9230819841240740,-0.9230819841240740,1.0,1
1.51837,13.14,2.84,1.28,72.85,0.55,9.07,0.0,0.0,-0.49792381555283300,-0.3466703485251890,-0.9416750585307040,0.5149442741703430,-0.47729482740560100,-0.3960437674692220,0.05240231429604980,0.05240231429604980,-0.963225637281521,-0.2790772624876390,-0.3929136907484420,0.43241277233122900,-0.9761474586788780,0.8399369017140280,0.8399369017140280,-0.5583445343691100,0.957734423114682,-0.969305221502961,0.7922122610537940,-0.9548646163796260,-0.9548646163796260,0.29797696348019100,-0.2563109082275230,-0.601657252408102,0.28671520963195500,0.28671520963195500,-0.4145309832561090,0.971671931977342,-0.8290616049180340,-0.8290616049180340,-0.9810046215940660,0.8525245220595060,0.8525245220595060,-0.9377236444023320,-0.9377236444023320,1.0,1
1.51778,13.21,2.81,1.29,72.98,0.51,9.02,0.0,0.09,-0.5568703338629610,-0.3751967116793140,-0.9448000067238240,0.6212623557931410,-0.4412433043371570,-0.4419705944908010,0.05299149451361520,-0.03697524278577080,-0.9517102723417420,-0.354924266788705,-0.20239015609065700,0.40517198543356200,-0.9716103534101910,0.7999230273097050,0.7427491727036700,-0.5748239465332690,0.9242322670888040,-0.9841275769785150,0.7409109405100270,-0.9455250556146960,-0.9709581651495910,0.42826565386115100,-0.2272020946930870,-0.6331176463904850,0.2771208750565580,0.18964083129783400,-0.331060622262033,0.9496776978825430,-0.7495800213847380,-0.6870544247839420,-0.9944692669306110,0.8727445076457510,0.8253356149096780,-0.9191898621309320,-0.950865146886587,0.9959527330119940,1
1.51769,12.45,2.71,1.29,73.7,0.56,9.06,0.0,0.24,0.16866680711641100,-0.46594203381761500,-0.9447705146137650,0.9837480070783530,-0.4854638663194150,-0.40582770825855000,0.05308136784561050,-0.18580756263984100,-0.8535873269017980,0.3868073630245100,-0.24139001927807700,0.9031998091484480,-0.8864639497471930,0.9932365778171880,0.9923676161925830,-0.6536436208636120,0.5303556439480400,-0.991767098339465,0.6993056768682910,-0.9083006663593700,-0.9817022029984540,0.9178274308211840,-0.27559024682451300,-0.6016572524081010,0.2771208750565580,0.040785011241591000,0.4192078625528360,0.47257056857876500,-0.1270827840186230,0.11233502658579900,-0.9810046215940660,0.8472551110134160,0.6967067093471660,-0.9342029948839240,-0.9922253254526030,0.9713379748520300,1
1.51215,12.99,3.47,1.12,72.98,0.62,8.35,0.0,0.31,-0.3569334692911320,0.26650110673472500,-0.873016455915259,0.6168408502602560,-0.5323326174312860,-0.9058678899497510,0.05861271462794120,-0.2487153229619920,-0.7302990367002150,0.027163599550322500,-0.41122539163305600,0.5030869325110910,-0.7953881715414240,0.9116030098300020,0.7427491727036700,-0.12208366377743300,0.49602944782646000,-0.5829778403072590,0.7341579743117830,-0.9465572317631770,-0.8030458656697310,0.26920998745149400,-0.16839744794907700,-0.9989776578286710,0.43568244627671200,0.1403316058467370,-0.22547187812891300,0.9388886398316540,-0.7495800213847380,-0.5119277164778860,-0.8983585839090310,0.8138784566625340,0.5978339822872980,-0.47592753503331000,-0.7215361100350930,0.9523335698857130,1
1.51824,12.87,3.48,1.29,72.95,0.6,8.43,0.0,0.0,-0.24844351666275800,0.2819740402752460,-0.9449506246529210,0.5978470597111850,-0.5205061921961280,-0.866093763872098,0.052532135240017000,0.052532135240017000,-0.8008777679717870,-0.022831074900527500,-0.5428256668400180,0.6187628850187660,-0.7705143956585670,0.9542576426362260,0.9542576426362260,0.05757915612384600,0.5132952015056230,-0.5910734367830320,0.7922122610537940,-0.9432845990484760,-0.9432845990484760,0.4009674285890620,-0.31381055935888200,-0.9567375630830610,0.2771208750565580,0.2771208750565580,-0.2738822864870270,0.9549191549653830,-0.769097169221327,-0.769097169221327,-0.9230819841240740,0.8253356149096780,0.8253356149096780,-0.5446891134684130,-0.5446891134684130,1.0,1
1.51754,13.48,3.74,1.17,72.99,0.59,8.03,0.0,0.0,-0.7580859077229730,0.5185472255867600,-0.8986769480827080,0.628880606317818,-0.5113402909674450,-0.9924741994643730,0.05323115577644530,0.05323115577644530,-0.05872578747008090,-0.4906478210147380,0.07612830001853970,0.06711644974427180,-0.8864639497471930,0.6108762999832120,0.6108762999832120,0.19632740626677800,0.23675061380114000,-0.3731379704378180,0.6993056768682910,-0.8262338476412720,-0.8262338476412720,0.3264757803546110,-0.1880768388928800,-0.9748436214041640,0.3901516843082300,0.3901516843082300,-0.24491047981296400,0.7891275700546890,-0.7429235156722650,-0.7429235156722650,-0.6932712706162240,0.8309406791001630,0.8309406791001630,-0.17511085919081000,-0.17511085919081000,1.0,1
1.51754,13.39,3.66,1.19,72.79,0.57,8.27,0.0,0.11,-0.696403013105451,0.4485577809205430,-0.9072688569284500,0.4618790842874210,-0.49405160561724300,-0.9349202597518480,0.05323115577644530,-0.05671322714023400,-0.22676960754712600,-0.428500966998735,-0.21217292315279600,0.17624157161241200,-0.9456695318260210,0.6795631096835300,0.594920663309892,0.13717711210090700,0.49602944782646000,-0.4638968692589800,0.8042579229121280,-0.8686094366471650,-0.8089647866300860,0.15198138779989400,-0.1880768388928800,-0.999379768101426,0.371659872260533,0.26749882862458700,-0.4505911043892120,0.8130589743840960,-0.8610990519724930,-0.8000792778303480,-0.8338346752604370,0.8419009751622690,0.7775727187509280,-0.40412164452679200,-0.5020939611283950,0.9939560979566970,1
1.51905,13.6,3.62,1.11,72.64,0.14,8.76,0.0,0.0,-0.8315448036718670,0.41383346545979300,-0.871500422170804,0.3255776878783730,-0.08813915408857480,-0.6567676338410400,0.051723236515659900,0.051723236515659900,-0.05872578747008090,-0.5420150349464430,-0.15319237222217200,0.3868073630245080,-0.9327420730313460,0.511703992453149,0.511703992453149,0.01761010929230730,0.6510902733204750,-0.8148028117859120,0.9826832076851200,-0.8877292517787500,-0.8877292517787500,-0.07735001976165860,0.3153223623952690,-0.9025150646103680,0.44466151674170700,0.44466151674170700,-0.8661402849970220,0.9606651011994310,-0.9274097488183280,-0.9274097488183280,-0.8654352092411120,0.9902159962126370,0.9902159962126370,-0.7870537770643240,-0.7870537770643240,1.0,1
1.51977,13.81,3.58,1.32,71.72,0.12,8.67,0.69,0.0,-0.9293332734017750,0.3777647953404120,-0.9547962716132590,-0.5544129026448330,-0.06891899735940510,-0.7213878705410810,-0.5963719146116310,0.05100418692168320,0.11101112443656900,-0.8375770921213090,-0.7603150315126420,0.20568824784587900,-0.8828728256836350,-0.354924266788705,0.3213615379303730,0.18651236942257600,0.9951799309015780,-0.848100031710408,0.9503708470676740,-0.42809968152039400,-0.9054288894796300,-0.708540182623666,0.13042370873814600,-0.8444696962887720,-0.4252188520981520,0.2481754516523730,-0.9144574876530590,0.2757667902246070,-0.9882620154449110,-0.8594359180330800,-0.8052033853057,0.6894984329517470,0.9928086358538660,-0.9979026414617450,-0.7284236861977680,0.7712460149971070,1
1.52172,13.51,3.86,0.88,71.79,0.23,9.54,0.0,0.11,-0.7799294331520920,0.6204614867997010,-0.7385544208864350,-0.4931503354662550,-0.17993824698212100,0.06609748892358040,0.04905662922732230,-0.060885991860587300,0.09111386474231670,-0.2501479486308680,-0.8883770228820780,0.3868073630245080,-0.4898737249844470,0.5868532072224950,0.494419564295019,0.02760751145421150,0.9684714262637690,-0.5829778403072590,0.6721930835534690,-0.7528549465672950,-0.6760501726952920,-0.9157727188827870,0.44466151674170700,-0.5443166386804260,0.6371511441985800,0.5486898605815880,-0.9721332734353400,0.9388886398316580,-0.8930889848370040,-0.9370783106708150,-0.9410003364789380,0.9736663950053750,0.9427546655283460,-0.9933692815601320,-0.9747445446749900,0.9939560979566970,1
1.52227,14.17,3.81,0.78,71.35,0.0,9.69,0.0,0.0,-0.9998768631977360,0.580938320853006,-0.6679670540315850,-0.8164046224830900,0.04850728403588780,0.21500379179404200,0.04850728403588780,0.04850728403588780,0.6451659056653540,-0.7262376547487790,-0.7667724528530830,-0.032827160104273900,0.29366161313386100,-0.032827160104273900,-0.032827160104273900,-0.12208366377743300,0.9717586766697680,-0.7848096869247680,0.594920663309892,-0.7848096869247680,-0.7848096869247680,-0.9919929990140970,0.7109135380122770,-0.50170986677365,0.7109135380122770,0.7109135380122770,-0.616402073860085,0.8012535175812850,-0.616402073860085,-0.616402073860085,-0.9650343229592010,1.0,1.0,-0.9650343229592010,-0.9650343229592010,1.0,1
1.52172,13.48,3.74,0.9,72.01,0.18,9.61,0.0,0.07,-0.7608052836623160,0.5221167898301280,-0.7518896933155320,-0.29141658028147400,-0.1305499663417680,0.1357255104012640,0.04905662922732230,-0.020922146507484900,-0.05872578747008090,-0.240453526461572,-0.7856821126913050,0.45926441692078600,-0.4546194406110640,0.6108762999832120,0.5540046894833420,-0.0723257752532536,0.9387621370482150,-0.7120327163983100,0.7083563891625850,-0.8262338476412720,-0.7848096869247680,-0.7940404313649480,0.47132836417374000,-0.4667163403632430,0.6216099682706650,0.5652995311603540,-0.9977809739150820,0.9981150602329690,-0.9697404174714280,-0.9844412531709730,-0.9340444813917950,0.9838436927881210,0.9689124217106450,-0.982895383053711,-0.9676072634589880,0.9975510002532800,1
1.52099,13.69,3.59,1.12,71.96,0.09,9.4,0.0,0.0,-0.8790296325077820,0.38812941539101400,-0.8772934750207910,-0.339548991035001,-0.04018285172263500,-0.07451515701767170,0.049785737170516900,0.049785737170516900,0.0012404049380560200,-0.623204104886033,-0.6770877259016740,0.349621372332016,-0.4546194406110640,0.43241277233123100,0.43241277233123100,-0.0023889781122815400,0.9885040691221890,-0.8585264337421020,0.9116030098300020,-0.9011387094668890,-0.9011387094668890,-0.679754133874986,0.3530194012193300,-0.4578490814853860,0.43568244627671200,0.43568244627671200,-0.9787276577180610,0.9487912538014400,-0.9563266636932890,-0.9563266636932890,-0.9978737966835500,0.9959527330119940,0.9959527330119940,-0.9996930420352070,-0.9996930420352070,1.0,1
1.52152,13.05,3.65,0.87,72.22,0.19,9.85,0.0,0.17,-0.42082362166877100,0.44316928740094400,-0.7316393434398810,-0.0858017312277024,-0.14025967082584700,0.3671523577925160,0.04925638744460890,-0.12043064488695700,-0.5469859627942360,0.21546397609860900,-0.9017486568907610,0.7815627107880270,-0.6146521488144700,0.8853131098124390,0.7938821053428300,-0.19120434267030200,0.890762413861197,-0.7658672324346370,0.594920663309892,-0.8735208976839380,-0.7785731816204330,-0.6723858681190920,0.48887208186052800,-0.27209960096934600,0.6448265472400010,0.5062202572327780,-0.9882620154449110,0.9254438245295270,-0.9993291587446880,-0.9911195342565590,-0.8166453193414430,0.9820042351172700,0.9358968236779350,-0.9109471591078880,-0.8280240234935600,0.9855847669095610,1
1.52152,13.05,3.65,0.87,72.32,0.19,9.85,0.0,0.17,-0.42082362166877100,0.44316928740094400,-0.7316393434398810,0.014092174172154900,-0.14025967082584700,0.3671523577925160,0.04925638744460890,-0.12043064488695700,-0.5469859627942360,0.21546397609860900,-0.8540896016459430,0.7815627107880270,-0.6146521488144700,0.8853131098124390,0.7938821053428300,-0.19120434267030200,0.8409410915661220,-0.7658672324346370,0.594920663309892,-0.8735208976839380,-0.7785731816204330,-0.5951299632329010,0.48887208186052800,-0.27209960096934600,0.6448265472400010,0.5062202572327780,-0.9680734288608880,0.882995091299356,-0.9979928587787170,-0.972892822082491,-0.8166453193414430,0.9820042351172700,0.9358968236779350,-0.9109471591078880,-0.8280240234935600,0.9855847669095610,1
1.52152,13.12,3.58,0.9,72.2,0.23,9.82,0.0,0.16,-0.48324115273430600,0.37938454384843400,-0.751757820493244,-0.10570948769654500,-0.17974150780300800,0.3390865126368030,0.04925638744460890,-0.11049757142392500,-0.5469859627942360,0.116899045345256,-0.8790176724671520,0.7083563891625850,-0.582616974391103,0.8506218777929890,0.7559911303228290,-0.23030294068205900,0.9280042996546600,-0.7848096869247680,0.6721930835534680,-0.9054288894796300,-0.8262338476412720,-0.6649503643367050,0.42665980793015700,-0.2720996009693440,0.6216099682706650,0.48887208186052800,-0.9850092050037330,0.9432236106554260,-0.9983968915845980,-0.994662183770442,-0.8108331849671470,0.9736663950053750,0.9249090598573130,-0.9229110990971190,-0.8497834172351860,0.9872272833756270,1
1.523,13.31,3.58,0.82,71.99,0.12,10.17,0.0,0.03,-0.6410250511779830,0.3807534816952330,-0.6977155875763980,-0.3092719558134820,-0.0721409521410071,0.6422466310808870,0.04777813051083530,0.017795387432894500,-0.3790408608781640,0.0071668797991832800,-0.888377022882084,0.6496826741947140,-0.08185322315848360,0.7360164495269490,0.7153794036061150,-0.30733286997841900,0.9852826912157270,-0.848100031710408,0.3775665710972930,-0.9054288894796300,-0.8922884481070680,-0.8507587710905470,0.5897880250310980,-0.005574258696310300,0.6822212072876140,0.6599831458849820,-0.9892689179438220,0.8876446858858010,-0.9646640348235490,-0.972133273435337,-0.6484711066917650,0.9928086358538660,0.9887710779360420,-0.7349373479229640,-0.7142656520272000,0.9995500337489880,1
1.51574,14.86,3.67,1.74,71.87,0.16,7.36,0.0,0.12,-0.7852003458019610,0.45587139980667200,-0.993492262370142,-0.427465499165739,-0.10475115208404300,-0.8530269730875200,0.05502851656192570,-0.06489803088534110,0.9493750167147400,-0.6278280352463890,0.32990413809860300,-0.7725408701107970,-0.973927602018834,-0.6615119328113990,-0.7465310905707380,0.6423886576454140,0.9899665617671380,-0.7722588196467440,0.03441891301640540,-0.8636111153905660,-0.7970466407920120,-0.2157182702380310,-0.32328956686350300,-0.9477216021311120,-0.16839744794907700,-0.28518905924502100,-0.9744289168820140,-0.7711290954089660,-0.926184650997091,-0.9646640348235530,0.3278072441884580,0.9872272833756270,0.9610554383107710,0.4741352748678630,0.3653247419762020,0.9928086358538660,2
