V1,V2,V3,V4,V1*V2,V1*V3,V1*V4,V2*V3,V2*V4,V3*V4
2.614,8.0081,-3.7258,-1.3069,20.9331734,-9.7392412,-3.4162365999999995,-29.836578980000002,-10.465785890000001,4.86924802
0.68087,2.3259,4.9085,0.54998,1.5836355329999998,3.342050395,0.3744648826,11.41668015,1.279198482,2.6995768300000003
4.1962,0.74493,0.83256,0.753,3.125875266,3.4935882719999998,3.1597386000000003,0.6201989207999999,0.56093229,0.6269176799999999
6.0919,2.9673,-1.3267,1.4551,18.076494869999998,-8.08212373,8.86432369,-3.93671691,4.31771823,-1.93048117
1.3234,3.2964,0.2362,-0.11984,4.36245576,0.31258707999999996,-0.158596256,0.7786096800000001,-0.39504057600000003,-0.028306208
1.3264,1.0326,5.6566,-0.41337,1.36964064,7.50291424,-0.5482939680000001,5.84100516,-0.426845862,-2.338268742
-0.16735,7.6274,1.2061,-3.6241,-1.27644539,-0.201840835,0.606493135,9.19940714,-27.64246034,-4.37102701
-1.3,10.2678,-2.953,-5.8638,-13.348139999999999,3.8388999999999998,7.622940000000001,-30.320813399999995,-60.20832564,17.3158014
-2.2261,12.5398,2.9438,-3.5258,-27.91484878,-6.55319318,7.84878338,36.914663239999996,-44.21282684,-10.379250039999999
2.4196,6.4665,-0.75688,0.228,15.6463434,-1.831346848,0.5516688,-4.89436452,1.474362,-0.17256864
1.0987,0.6394,5.989,-0.58277,0.7025087799999999,6.5801143,-0.640289399,3.8293665999999997,-0.37262313799999996,-3.49020953
4.6464,10.5326,-4.5852,-4.206,48.93867264,-21.304673280000003,-19.5427584,-48.29407752000001,-44.300115600000005,19.285351200000004
-0.36038,4.1158,3.1143,-0.37199,-1.483252004,-1.122331434,0.1340577562,12.81783594,-1.531036442,-1.158488457
1.3562,3.2136,4.3465,0.78662,4.35828432,5.8947233,1.066814044,13.9679124,2.527882032,3.4190438299999997
0.5706,-0.0248,1.2421,-0.5621,-0.01415088,0.70874226,-0.32073426000000005,-0.030804079999999998,0.01394008,-0.6981844100000001
-2.6479,10.1374,-1.331,-5.4707,-26.84282146,3.5243548999999996,14.48586653,-13.4928794,-55.458674179999996,7.2815017
3.1219,-3.137,1.9259,-0.37458,-9.7934003,6.01246721,-1.169401302,-6.0415483,1.17505746,-0.7214036220000001
5.4944,1.5478,0.041694,1.9284,8.50423232,0.2290835136,10.59540096,0.06453397320000001,2.9847775199999997,0.0804027096
-1.3389,1.552,7.0806,1.031,-2.0779728,-9.480215339999999,-1.3804059,10.989091199999999,1.600112,7.300098599999999
-2.3361,11.9604,3.0835,-5.4435,-27.94069044,-7.20336435,12.716560350000002,36.8798934,-65.1064374,-16.78503225
2.2596,-0.033118,4.7355,-0.2776,-0.0748334328,10.7003358,-0.62726496,-0.156830289,0.0091935568,-1.3145748000000002
0.46901,-0.63321,7.3848,0.36507,-0.2969818221,3.463545048,0.17122148069999998,-4.676129208000001,-0.23116597470000003,2.6959689360000003
2.7296,2.8701,0.51124,0.5099,7.834224959999999,1.3954807040000001,1.39182304,1.467309924,1.46346399,0.260681276
2.0466,2.03,2.1761,-0.083634,4.154598,4.45360626,-0.17116534440000003,4.417483,-0.16977701999999997,-0.1819959474
-1.3274,9.498,2.4408,-5.2689,-12.607645199999999,-3.2399179199999995,6.99393786,23.182718399999995,-50.0440122,-12.86033112
3.8905,-2.1521,2.6302,1.1047,-8.372745049999999,10.232793099999999,4.29783535,-5.66045342,-2.37742487,2.90558194
3.9994,0.90427,1.1693,1.6892,3.616537438,4.67649842,6.75578648,1.057362911,1.5274928840000002,1.97518156
2.3952,9.5083,-3.1783,-3.0086,22.77428016,-7.6126641600000005,-7.20619872,-30.220229890000002,-28.60667138,9.56223338
3.2704,6.9321,-1.0456,0.23447,22.67073984,-3.4195302400000003,0.7668106880000001,-7.248203760000001,1.6253694870000002,-0.24516183200000002
-1.3931,1.5664,7.5382,0.78403,-2.18215184,-10.50146642,-1.092232193,11.80783648,1.228104592,5.910174946
1.6406,3.5488,1.3964,-0.36424,5.82216128,2.29093384,-0.597572144,4.9555443200000004,-1.2926149120000001,-0.508624736
2.7744,6.8576,-1.0671,0.075416,19.02572544,-2.96056224,0.20923415039999999,-7.317744959999999,0.5171727615999999,-0.08047641359999999
2.4287,9.3821,-3.2477,-1.4543,22.78630627,-7.88768899,-3.53205841,-30.47024617,-13.644388029999998,4.72313011
4.2134,-2.806,2.0116,0.67412,-11.8228004,8.47567544,2.8403372080000002,-5.6445496,-1.89158072,1.3560597920000002
1.6472,0.48213,4.7449,1.225,0.794164536,7.81579928,2.01782,2.2876586370000003,0.5906092500000001,5.812502500000001
2.0597,-0.99326,5.2119,-0.29312,-2.045817622,10.73495043,-0.603739264,-5.176771794,0.2911443712,-1.527712128
0.3798,0.7098,0.7572,-0.4444,0.26958204,0.28758456,-0.16878312,0.53746056,-0.31543512,-0.33649968
1.0135,8.4551,-1.672,-2.0815,8.569243850000001,-1.694572,-2.10960025,-14.136927199999999,-17.59929065,3.480268
4.5691,-4.4552,3.1769,0.004296,-20.356254319999998,14.515573789999998,0.0196288536,-14.153724879999999,-0.0191395392,0.0136479624
0.57461,10.1105,-1.6917,-4.3922,5.8095944049999995,-0.9720677369999999,-2.523802042,-17.10393285,-44.4073381,7.430284739999999
0.5734,9.1938,-0.9094,-1.872,5.27172492,-0.52144996,-1.0734048,-8.36084172,-17.2107936,1.7023968
5.2868,3.257,-1.3721,1.1668,17.2191076,-7.254018280000001,6.168638240000001,-4.4689297,3.8002676,-1.6009662800000002
4.0102,10.6568,-4.1388,-5.0646,42.735899360000005,-16.59741576,-20.310058920000003,-44.10636384,-53.97242928000001,20.961366480000002
4.1425,-3.6792,3.8281,1.6297,-15.241086,15.85790425,6.75103225,-14.08434552,-5.99599224,6.23865457
3.0934,-2.9177,2.2232,0.22283,-9.025613179999999,6.8772468799999995,0.689302322,-6.48663064,-0.650151091,0.49539565599999996
2.2034,5.9947,0.53009,0.84998,13.208721979999998,1.1680003059999997,1.8728459319999997,3.1777305229999997,5.095375106,0.4505658981999999
3.744,0.79459,0.95851,1.0077,2.97494496,3.58866144,3.7728288000000005,0.7616224609,0.800708343,0.965890527
3.0329,2.2948,2.1135,0.35084,6.9598989200000005,6.41003415,1.064062636,4.8500598,0.8051076319999999,0.74150034
3.7731,7.2073,-1.6814,-0.94742,27.19386363,-6.34409034,-3.574710402,-12.11835422,-6.828340166,1.592991988
3.1557,2.8908,0.59693,0.79825,9.12249756,1.8837320009999998,2.519037525,1.7256052439999998,2.3075811,0.47649937249999996
1.8114,7.6067,-0.9788,-2.4668,13.77877638,-1.77299832,-4.46836152,-7.4454379600000005,-18.76420756,2.41450384
4.988,7.2052,-3.2846,-1.1608,35.9395376,-16.3835848,-5.790070400000001,-23.66619992,-8.36379616,3.81276368
2.483,6.6155,-0.79287,-0.90863,16.4262865,-1.96869621,-2.2561282900000004,-5.245231485,-6.011041765,0.7204254681
1.594,4.7055,1.3758,0.081882,7.500567,2.1930252,0.130519908,6.4738269,0.38529575099999996,0.11265325559999999
-0.016103,9.7484,0.15394,-1.6134,-0.1569784852,-0.00247889582,0.0259805802,1.500668696,-15.72806856,-0.24836679599999997
3.8496,9.7939,-4.1508,-4.4582,37.702597440000005,-15.978919680000002,-17.16228672,-40.652520120000005,-43.66316498,18.50509656
0.9297,-3.7971,4.6429,-0.2957,-3.53016387,4.31650413,-0.27491229,-17.62955559,1.12280247,-1.3729055300000002
4.9342,2.4107,-0.17594,1.6245,11.894875939999999,-0.868123148,8.0156079,-0.424138558,3.91618215,-0.28581453
3.8417,10.0215,-4.2699,-4.9159,38.49959655,-16.40367483,-18.88541303,-42.79080285,-49.26469185,20.990401409999997
5.3915,9.9946,-3.8081,-3.3642,53.8858859,-20.53137115,-18.1380843,-38.06043626,-33.623833319999996,12.811210019999999
4.4072,-0.070365,2.0416,1.1319,-0.31011262799999995,8.997739519999998,4.988509679999999,-0.143657184,-0.07964614349999999,2.3108870399999994
2.6946,6.7976,-0.40301,0.44912,18.31681296,-1.085950746,1.210198752,-2.739500776,3.052938112,-0.1809998512
5.2756,0.13863,0.12138,1.1435,0.731356428,0.640352328,6.0326486,0.0168269094,0.158523405,0.13879803
3.4312,6.2637,-1.9513,-0.36165,21.492007440000002,-6.69530056,-1.24089348,-12.22235781,-2.2652671050000004,0.705687645
4.052,-0.16555,0.45383,0.51248,-0.6708086,1.8389191599999999,2.07656896,-0.0751315565,-0.08484106400000001,0.23257879840000004
1.3638,-4.7759,8.4182,-1.8836,-6.51337242,11.48074116,-2.5688536799999997,-40.204481380000004,8.99588524,-15.856521520000001
0.89566,7.7763,-2.7473,-1.9353,6.964920858,-2.460646718,-1.733370798,-21.363828990000002,-15.04947339,5.316849690000001
1.9265,7.7557,-0.16823,-3.0771,14.941356050000001,-0.324095095,-5.928033150000001,-1.304741411,-23.86506447,0.517660533
0.20977,-0.46146,7.7267,0.90946,-0.0968004642,1.620829859,0.19077742420000002,-3.565562982,-0.4196794116,7.027124582000001
4.068,-2.9363,2.1992,0.50084,-11.944868399999999,8.946345599999999,2.0374171199999997,-6.45751096,-1.470616492,1.101447328
2.877,-4.0599,3.6259,-0.32544,-11.680332299999998,10.4317143,-0.9362908799999999,-14.72079141,1.321253856,-1.180012896
0.3223,-0.89808,8.0883,0.69222,-0.289451184,2.60685909,0.22310250599999998,-7.263940464,-0.6216689376,5.598883025999999
-1.3,10.2678,-2.953,-5.8638,-13.348139999999999,3.8388999999999998,7.622940000000001,-30.320813399999995,-60.20832564,17.3158014
1.7747,-6.4334,8.15,-0.89828,-11.417354979999999,14.463805,-1.5941775159999998,-52.43221,5.7789945519999995,-7.320982
1.3419,-4.4221,8.09,-1.7349,-5.934015990000001,10.855971,-2.3280623100000004,-35.774789000000006,7.671901290000001,-14.035341
0.89606,10.5471,-1.4175,-4.0327,9.450834426,-1.27016505,-3.613541162,-14.95051425,-42.53329017,5.71635225
0.44125,2.9487,4.3225,0.7155,1.301113875,1.9073031249999999,0.315714375,12.745755749999999,2.10979485,3.09274875
3.2422,6.2265,0.12224,-1.4466,20.1875583,0.396326528,-4.69016652,0.7611273599999999,-9.0072549,-0.176832384
2.5678,3.5136,0.61406,-0.40691,9.02222208,1.5767832680000002,-1.044863498,2.157561216,-1.429718976,-0.24986715460000003
-2.2153,11.9625,0.078538,-7.7853,-26.50052625,-0.1739852314,17.24677509,0.9395108249999999,-93.13165125,-0.6114418914
4.1349,6.1189,-2.4294,-0.19613,25.30103961,-10.045326059999999,-0.810977937,-14.865255659999999,-1.200099857,0.47647822199999995
1.934,-9e-06,4.816,-0.33967,-1.7406e-05,9.314143999999999,-0.65692178,-4.3344e-05,3.0570300000000005e-06,-1.63585072
2.5068,1.1588,3.9249,0.12585,2.9048798400000004,9.838939320000001,0.31548078,4.5481741200000005,0.14583498,0.49394866499999995
2.1464,6.0795,-0.5778,-2.2302,13.0490388,-1.24018992,-4.7869012799999995,-3.5127351,-13.5585009,1.28860956
0.051979,7.0521,-2.0541,-3.1508,0.3665611059,-0.1067700639,-0.1637754332,-14.485718610000001,-22.21975668,6.47205828
1.2706,8.035,-0.19651,-2.1888,10.209271,-0.24968560599999998,-2.7810892799999998,-1.5789578499999999,-17.587008,0.430121088
1.143,0.83391,5.4552,-0.56984,0.9531591300000001,6.235293599999999,-0.65132712,4.549145832,-0.47519527440000003,-3.108591168
2.2928,9.0386,-3.2417,-1.2991,20.723702080000002,-7.43256976,-2.97857648,-29.30042962,-11.74204526,4.211292469999999
0.3292,-4.4552,4.5718,-0.9888,-1.46665184,1.5050365599999997,-0.32551296,-20.368283359999996,4.4053017599999995,-4.5205958399999995
2.9719,6.8369,-0.2702,0.71291,20.318583110000002,-0.80300738,2.1186972290000003,-1.84733038,4.874094379000001,-0.192628282
1.6849,8.7489,-1.2641,-1.3858,14.741021610000002,-2.12988209,-2.33493442,-11.059484490000001,-12.12422562,1.75178978
-1.9177,11.6894,2.5454,-3.2763,-22.416762379999998,-4.88131358,6.28296051,29.754198759999998,-38.29798122,-8.33949402
2.3729,10.4726,-3.0087,-3.2013,24.85043254,-7.139344230000001,-7.596364769999999,-31.508911620000003,-33.525934379999995,9.63175131
1.0284,9.767,-1.3687,-1.7853,10.0443828,-1.40757108,-1.83600252,-13.368092899999999,-17.4370251,2.4435401100000003
0.27451,9.2186,-3.2863,-4.8448,2.530597886,-0.902122213,-1.329946048,-30.295085180000004,-44.66227328,15.921466240000003
1.6032,-4.7863,8.5193,-2.1203,-7.673396159999999,13.65814176,-3.3992649599999996,-40.77592558999999,10.14839189,-18.063471789999998
4.616,10.1788,-4.2185,-4.4245,46.9853408,-19.472595999999996,-20.423492,-42.9392678,-45.036100600000005,18.66475325
4.2478,7.6956,-2.7696,-1.0767,32.68936968,-11.76470688,-4.57360626,-21.313733759999998,-8.285852519999999,2.98202832
4.0215,-2.7004,2.4957,0.36636,-10.8596586,10.036457549999998,1.47331674,-6.73938828,-0.9893185440000001,0.914324652
5.0297,-4.9704,3.5025,-0.23751,-24.99962088,17.61652425,-1.1946040470000001,-17.408825999999998,1.180519704,-0.831878775
1.5902,2.2948,3.2403,0.18404,3.64919096,5.15272506,0.29266040800000004,7.43584044,0.422334992,0.596344812
2.1274,5.1939,-1.7971,-1.1763,11.04950286,-3.8231505400000003,-2.50246062,-9.33395769,-6.10958457,2.1139287299999996
1.1811,8.3847,-2.0567,-0.90345,9.903169170000002,-2.42916837,-1.067064795,-17.24481249,-7.575157215,1.858125615
0.3292,-4.4552,4.5718,-0.9888,-1.46665184,1.5050365599999997,-0.32551296,-20.368283359999996,4.4053017599999995,-4.5205958399999995
5.7353,5.2808,-2.2598,0.075416,30.286972239999997,-12.960630939999998,0.4325333848,-11.93355184,0.39825681279999997,-0.1704250768
2.6718,5.6574,0.72974,-1.4892,15.11544132,1.9497193320000004,-3.9788445600000006,4.128431076,-8.42500008,-1.0867288080000002
1.5799,-4.7076,7.9186,-1.5487,-7.437537240000001,12.51059614,-2.4467911300000003,-37.27760136,7.29066012,-12.26353582
2.9499,2.2493,1.3458,-0.037083,6.635210069999999,3.9699754200000004,-0.10939114169999999,3.02710794,-0.08341079189999999,-0.0499063014
0.5195,-3.2633,3.0895,-0.9849,-1.6952843499999999,1.60499525,-0.51165555,-10.08196535,3.21402417,-3.04284855
3.7352,9.5911,-3.9032,-3.3487,35.82467672,-14.579232639999999,-12.50806424,-37.435981520000006,-32.117716570000006,13.07064584
-1.7344,2.0175,7.7618,0.93532,-3.499152,-13.462065919999999,-1.622219008,15.6594315,1.8870081,7.259766776
3.884,10.0277,-3.9298,-4.0819,38.947586799999996,-15.2633432,-15.8540996,-39.40685546,-40.932068629999996,16.04105062
3.5257,1.2829,1.9276,1.7991,4.52312053,6.79613932,6.34308687,2.4729180399999997,2.30806539,3.4679451599999997
4.4549,2.4976,1.0313,0.96894,11.12655824,4.594338370000001,4.316530806,2.57577488,2.420024544,0.9992678220000001
-0.16108,-6.4624,8.3573,-1.5216,1.0409633919999999,-1.346193884,0.245099328,-54.00821552,9.83318784,-12.716467680000001
4.2164,9.4607,-4.9288,-5.2366,39.89009548,-20.78179232,-22.07960024,-46.629898159999996,-49.54190162,25.81015408
3.5152,6.8224,-0.67377,-0.46898,23.98210048,-2.368436304,-1.6485584960000002,-4.5967284479999995,-3.199569152,0.31598465459999997
1.6988,2.9094,2.9044,0.11033,4.942488720000001,4.93399472,0.187428604,8.45006136,0.320994102,0.320442452
1.0607,2.4542,2.5188,-0.17027,2.60316994,2.67169116,-0.180605389,6.181638960000001,-0.417876634,-0.42887607600000005
2.0421,1.2436,4.2171,0.90429,2.53955556,8.61173991,1.846650609,5.2443855600000004,1.1245750440000002,3.8134813590000003
3.5594,1.3078,1.291,1.6556,4.65498332,4.5951854,5.89294264,1.6883698,2.1651936800000002,2.1373796
3.0009,5.8126,-2.2306,-0.66553,17.44303134,-6.69380754,-1.997188977,-12.96558556,-3.868459678,1.4845312179999999
3.9294,1.4112,1.8076,0.89782,5.54516928,7.10278344,3.527893908,2.5508851200000002,1.267003584,1.622899432
3.4667,-4.0724,4.2882,1.5418,-14.11778908,14.865902939999998,5.34495806,-17.46326568,-6.27882632,6.6115467599999995
3.966,3.9213,0.70574,0.33662,15.551875800000001,2.7989648400000005,1.33503492,2.767418262,1.319988006,0.2375661988
1.0191,2.33,4.9334,0.82929,2.374503,5.0276279399999995,0.8451294389999999,11.494822,1.9322457,4.091219285999999
0.96414,5.616,2.2138,-0.12501,5.41461024,2.134413132,-0.12052714140000001,12.4327008,-0.70205616,-0.276747138
1.8205,6.7562,0.009991,0.39481,12.299662099999999,0.0181886155,0.718751605,0.0675011942,2.667415322,0.00394454671
4.9923,7.8653,-2.3515,-0.71984,39.26593719,-11.739393450000001,-3.5936572320000004,-18.49525295,-5.661757552000001,1.6927037600000001
-1.1804,11.5093,0.15565,-6.8194,-13.585577719999998,-0.18372926,8.049619759999999,1.791422545,-78.48652041999999,-1.06143961
4.0329,0.23175,0.89082,1.1823,0.934624575,3.5925879779999996,4.7680976699999995,0.206447535,0.273998025,1.053216486
0.66018,10.3878,-1.4029,-3.9151,6.857817804,-0.926166522,-2.584670718,-14.573044620000001,-40.66927578,5.49249379
3.5982,7.1307,-1.3035,0.21248,25.65768474,-4.6902537,0.764545536,-9.29486745,1.515131136,-0.27696768000000005
-1.8584,7.886,-1.6643,-1.8384,-14.6553424,3.09293512,3.41648256,-13.1246698,-14.497622400000001,3.05964912
4.0972,0.46972,1.6671,0.91593,1.924536784,6.83044212,3.752748396,0.783070212,0.4302306396,1.526946903
3.3299,0.91254,1.5806,0.39352,3.0386669459999998,5.26323994,1.3103822479999998,1.442360724,0.3591027408,0.621997712
3.1088,3.1122,0.80857,0.4336,9.67520736,2.513682416,1.34797568,2.516431554,1.34944992,0.350595952
-4.2859,8.5234,3.1392,-0.91639,-36.530440060000004,-13.45429728,3.927555901,26.756657280000002,-7.810758526000001,-2.8767314880000003
-1.2528,10.2036,2.1787,-5.6038,-12.783070079999998,-2.72947536,7.0204406399999995,22.23058332,-57.17893367999999,-12.20899906
0.5195,-3.2633,3.0895,-0.9849,-1.6952843499999999,1.60499525,-0.51165555,-10.08196535,3.21402417,-3.04284855
0.3292,-4.4552,4.5718,-0.9888,-1.46665184,1.5050365599999997,-0.32551296,-20.368283359999996,4.4053017599999995,-4.5205958399999995
0.88872,5.3449,2.045,-0.19355,4.750119528,1.8174324,-0.172011756,10.930320499999999,-1.034505395,-0.39580974999999996
3.5458,9.3718,-4.0351,-3.9564,33.23052844,-14.307657579999999,-14.02860312,-37.81615018,-37.07858952,15.964469639999999
-0.21661,8.0329,1.8848,-3.8853,-1.740006469,-0.408266528,0.8415948329999999,15.14040992,-31.210226369999997,-7.32301344
2.7206,9.0821,-3.3111,-0.96811,24.708761260000003,-9.00817866,-2.6338400660000003,-30.071741310000004,-8.792471831,3.205509021
3.2051,8.6889,-2.9033,-0.7819,27.84879339,-9.30536683,-2.50606769,-25.226483370000004,-6.793850910000001,2.2700902700000003
2.6917,10.8161,-3.3,-4.2888,29.11369637,-8.88261,-11.54416296,-35.69313,-46.38808968000001,14.153039999999999
-2.3242,11.5176,1.8231,-5.375,-26.769205919999997,-4.237249019999999,12.492574999999999,20.99773656,-61.9071,-9.7991625
2.7161,-4.2006,4.1914,0.16981,-11.409249659999999,11.384261539999999,0.46122094099999994,-17.606394839999997,-0.7133038859999999,0.7117416339999999
3.3848,3.2674,0.90967,0.25128,11.059495519999999,3.0790510159999998,0.850532544,2.9722557579999997,0.821032272,0.2285818776
1.7452,4.8028,2.0878,0.62627,8.381846560000001,3.6436285600000002,1.092966404,10.027285840000001,3.007849556,1.307526506
2.805,0.57732,1.3424,1.2133,1.6193826000000002,3.765432,3.4033065000000002,0.7749943680000001,0.7004623560000001,1.6287339200000002
5.7823,5.5788,-2.4089,-0.056479,32.25829524,-13.928982470000001,-0.3265785217,-13.43877132,-0.3150850452,0.13605226310000001
3.8999,1.734,1.6011,0.96765,6.7624266,6.24412989,3.773738235,2.7763074,1.6779051,1.549304415
3.5189,6.332,-1.7791,-0.020273,22.281674799999998,-6.26047499,-0.0713386597,-11.2652612,-0.12836863599999998,0.036067694299999994
3.2294,7.7391,-0.37816,-2.5405,24.99264954,-1.221229904,-8.204290700000001,-2.9266180559999997,-19.66118355,0.9607154800000001
3.4985,3.1639,0.22677,-0.1651,11.06890415,0.793354845,-0.5776023499999999,0.717477603,-0.5223598899999999,-0.037439727
2.1948,1.3781,1.1582,0.85774,3.0246538800000002,2.5420173599999996,1.8825677519999997,1.59611542,1.182051494,0.9934344679999999
2.2526,9.9636,-3.1749,-2.9944,22.444005360000002,-7.15177974,-6.745185440000001,-31.63343364,-29.83500384,9.506920560000001
4.1529,-3.9358,2.8633,-0.017686,-16.34498382,11.89099857,-0.0734481894,-11.26937614,0.0696085588,-0.050640323800000005
0.74307,11.17,-1.3824,-4.0728,8.3000919,-1.027219968,-3.026375496,-15.441408000000001,-45.493176,5.63023872
1.9105,8.871,-2.3386,-0.75604,16.948045500000003,-4.4678953,-1.4444144200000002,-20.745720600000002,-6.70683084,1.7680751440000002
-1.5055,0.070346,6.8681,-0.50648,-0.10590590300000001,-10.339924550000001,0.7625056400000001,0.48314336260000007,-0.03562884208000001,-3.4785552880000004
0.58836,10.7727,-1.3884,-4.3276,6.338225772,-0.816879024,-2.546186736,-14.956816680000001,-46.61993652,6.008439840000001
3.2303,7.8384,-3.5348,-1.2151,25.32038352,-11.418464440000001,-3.9251375300000007,-27.707176320000002,-9.524439840000001,4.295135480000001
-1.9922,11.6542,2.6542,-5.2107,-23.21749724,-5.28769724,10.38075654,30.932577639999998,-60.726539939999995,-13.83023994
2.8523,9.0096,-3.761,-3.3371,25.698082080000002,-10.7275003,-9.51841033,-33.8851056,-30.065936160000003,12.5508331
4.2772,2.4955,0.48554,0.36119,10.673752599999998,2.076751688,1.5448818679999998,1.21166507,0.9013496449999999,0.1753721926
1.5099,0.039307,6.2332,-0.30346,0.05934963930000001,9.41150868,-0.458194254,0.24500839240000002,-0.01192810222,-1.891526872
5.4188,10.1457,-4.084,-3.6991,54.97751916,-22.130379199999997,-20.044683080000002,-41.435038799999994,-37.52995887,15.107124399999998
0.86202,2.6963,4.2908,0.54739,2.324264526,3.698755416,0.47186112780000006,11.56928404,1.4759276570000002,2.348741012
3.8117,10.1457,-4.0463,-4.5629,38.67236469,-15.42328171,-17.39240593,-41.05254590999999,-46.29381453,18.46286227
0.54777,10.3754,-1.5435,-4.1633,5.683332858,-0.845482995,-2.2805308409999996,-16.014429900000003,-43.19590282,6.42605355
2.3718,7.4908,0.015989,-1.7414,17.76667944,0.0379227102,-4.13025252,0.1197704012,-13.04447912,-0.0278432446
-2.4953,11.1472,1.9353,-3.4638,-27.815608159999996,-4.829154089999999,8.643220139999999,21.57317616,-38.61167136,-6.70349214
4.6361,-2.6611,2.8358,1.1991,-12.337125709999999,13.14705238,5.55914751,-7.546347379999999,-3.19092501,3.40040778
-2.2527,11.5321,2.5899,-3.2737,-25.978361669999998,-5.83426773,7.374663989999999,29.86698579,-37.75263577,-8.47855563
3.7982,10.423,-4.1602,-4.9728,39.5886386,-15.80127164,-18.887688960000002,-43.361764599999994,-51.831494400000004,20.68784256
-0.36279,8.2895,-1.9213,-3.3332,-3.007347705,0.697028427,1.209251628,-15.926616350000002,-27.6305614,6.40407716
2.1265,6.8783,0.44784,-2.2224,14.62670495,0.9523317600000001,-4.7259336,3.080377872,-15.28633392,-0.995279616
0.86736,5.5643,1.6765,-0.16769,4.826251248,1.4541290400000002,-0.14544759840000002,9.328548950000002,-0.933077467,-0.28113228500000004
3.7831,10.0526,-3.8869,-3.7366,38.02999106,-14.70453139,-14.135931460000002,-39.07345094,-37.56254516,14.52379054
-2.2623,12.1177,0.28846,-7.7581,-27.41387271,-0.652583058,17.55114963,3.495471742,-94.01032837,-2.237901526
1.2616,4.4303,-1.3335,-1.7517,5.58926648,-1.6823436,-2.20994472,-5.9078050499999994,-7.76055651,2.3358919499999997
2.6799,3.1349,0.34073,0.58489,8.40121851,0.913122327,1.567446711,1.068154477,1.8335716610000001,0.1992895697
-0.39816,5.9781,1.3912,-1.1621,-2.380240296,-0.553920192,0.462701736,8.316732720000001,-6.94715001,-1.6167135199999998
4.3937,0.35798,2.0416,1.2004,1.5728567260000001,8.97017792,5.27419748,0.730851968,0.42971919199999997,2.4507366399999997
2.9695,5.6222,0.27561,-1.1556,16.6951229,0.8184238950000001,-3.4315542,1.5495345420000002,-6.49701432,-0.318494916
1.3049,-0.15521,6.4911,-0.75346,-0.20253352899999996,8.47023639,-0.983189954,-1.007483631,0.11694452659999999,-4.890784206
2.2123,-5.8395,7.7687,-0.85302,-12.91872585,17.18669501,-1.887136146,-45.36532365,4.98121029,-6.626856474
1.9647,6.9383,0.57722,0.66377,13.63167801,1.134064134,1.304108919,4.004925526,4.605435390999999,0.38314131939999996
3.0864,-2.5845,2.2309,0.30947,-7.976800799999999,6.88544976,0.955148208,-5.76576105,-0.799825215,0.690396623
0.3798,0.7098,0.7572,-0.4444,0.26958204,0.28758456,-0.16878312,0.53746056,-0.31543512,-0.33649968
0.58982,7.4266,1.2353,-2.9595,4.380357212,0.7286046460000001,-1.74557229,9.17407898,-21.979022699999998,-3.65587035
0.14783,7.946,1.0742,-3.3409,1.1746571799999999,0.158798986,-0.49388524699999997,8.5355932,-26.5467914,-3.58879478
-0.062025,6.1975,1.099,-1.131,-0.38439993749999996,-0.06816547499999999,0.070150275,6.8110525,-7.0093725,-1.242969
4.223,1.1319,0.72202,0.96118,4.7800137,3.04909046,4.05906314,0.817254438,1.087959642,0.6939911836
0.64295,7.1018,0.3493,-0.41337,4.56610231,0.224582435,-0.2657762415,2.48065874,-2.9356710660000003,-0.144390141
1.941,0.46351,4.6472,1.0879,0.8996729099999999,9.020215199999999,2.1116139,2.1540236719999997,0.5042525290000001,5.05568888
4.0047,0.45937,1.3621,1.6181,1.839639039,5.45480187,6.48000507,0.6257078770000001,0.743306597,2.2040140100000003
3.7767,9.7794,-3.9075,-3.5323,36.93385998,-14.757455250000001,-13.34043741,-38.21300550000001,-34.54377462000001,13.802462250000001
3.4769,-0.15314,2.53,2.4495,-0.532452466,8.796557,8.51666655,-0.38744419999999996,-0.37511643,6.197234999999999
1.9818,9.2621,-3.521,-1.872,18.35562978,-6.9779178,-3.7099296,-32.6118541,-17.3386512,6.591312
3.8023,-3.8696,4.044,0.95343,-14.71338008,15.376501199999998,3.625226889,-15.6486624,-3.689392728,3.8556709199999997
4.3483,11.1079,-4.0857,-4.2539,48.30048157,-17.76584931,-18.49723337,-45.38354703,-47.25189581,17.38015923
1.1518,1.3864,5.2727,-0.43536,1.59685552,6.0730958600000005,-0.501447648,7.310071280000001,-0.603583104,-2.295522672
-1.2576,1.5892,7.0078,0.42455,-1.99857792,-8.81300928,-0.53391408,11.136795759999998,0.6746948599999999,2.9751614899999996
1.9572,-5.1153,8.6127,-1.4297,-10.011665160000002,16.85677644,-2.79820884,-44.05654431000001,7.31334441,-12.31357719
-2.484,12.1611,2.8204,-3.7418,-30.2081724,-7.005873599999999,9.2946312,34.29916643999999,-45.50440398,-10.553372719999999
-1.1497,1.2954,7.701,0.62627,-1.48932138,-8.8538397,-0.720022619,9.9758754,0.811270158,4.82290527
4.8368,10.0132,-4.3239,-4.3276,48.43184576,-20.91383952,-20.931735680000003,-43.29607548,-43.33312432,18.71210964
-0.12196,8.8068,0.94566,-4.2267,-1.074077328,-0.1153326936,0.515488332,8.328238488,-37.22370156,-3.997021122
1.9429,6.3961,0.092248,0.58102,12.426982689999999,0.1792286392,1.128863758,0.5900274327999999,3.7162620219999996,0.05359793296
