day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,day*month,day*year,day*Temperature,day*RH,day*Ws,day*Rain,day*FFMC,day*DMC,day*DC,day*ISI,day*BUI,day*FWI,month*year,month*Temperature,month*RH,month*Ws,month*Rain,month*FFMC,month*DMC,month*DC,month*ISI,month*BUI,month*FWI,year*Temperature,year*RH,year*Ws,year*Rain,year*FFMC,year*DMC,year*DC,year*ISI,year*BUI,year*FWI,Temperature*RH,Temperature*Ws,Temperature*Rain,Temperature*FFMC,Temperature*DMC,Temperature*DC,Temperature*ISI,Temperature*BUI,Temperature*FWI,RH*Ws,RH*Rain,RH*FFMC,RH*DMC,RH*DC,RH*ISI,RH*BUI,RH*FWI,Ws*Rain,Ws*FFMC,Ws*DMC,Ws*DC,Ws*ISI,Ws*BUI,Ws*FWI,Rain*FFMC,Rain*DMC,Rain*DC,Rain*ISI,Rain*BUI,Rain*FWI,FFMC*DMC,FFMC*DC,FFMC*ISI,FFMC*BUI,FFMC*FWI,DMC*DC,DMC*ISI,DMC*BUI,DMC*FWI,DC*ISI,DC*BUI,DC*FWI,ISI*BUI,ISI*FWI,BUI*FWI,Classes
1,8,2012,36,45,14,0.0,78.8,4.8,10.2,2.0,4.7,0.9,8.0,2012.0,36.0,45.0,14.0,0.0,78.8,4.8,10.2,2.0,4.7,0.9,16096.0,288.0,360.0,112.0,0.0,630.4,38.4,81.6,16.0,37.6,7.2,72432.0,90540.0,28168.0,0.0,158545.6,9657.6,20522.400000000000,4024.0,9456.4,1810.8,1620.0,504.0,0.0,2836.8000000000000,172.80000000000000,367.2,72.0,169.20000000000000,32.4,630.0,0.0,3546.0,216.0,459.00000000000000,90.0,211.5,40.5,0.0,1103.2,67.2,142.80000000000000,28.0,65.8,12.6,0.0,0.0,0.0,0.0,0.0,0.0,378.24000000000000,803.7600000000000,157.6,370.36,70.92,48.960000000000000,9.6,22.56,4.32,20.4,47.94,9.18,9.4,1.8,4.23,not fire
2,8,2012,35,55,12,0.4,78.0,5.8,10.0,1.7,5.5,0.8,16.0,4024.0,70.0,110.0,24.0,0.8,156.0,11.6,20.0,3.4,11.0,1.6,16096.0,280.0,440.0,96.0,3.2,624.0,46.4,80.0,13.6,44.0,6.4,70420.0,110660.0,24144.0,804.8000000000000,156936.0,11669.6,20120.0,3420.4,11066.0,1609.6000000000000,1925.0,420.0,14.0,2730.0,203.0,350.0,59.5,192.5,28.0,660.0,22.0,4290.0,319.0,550.0,93.5,302.5,44.0,4.800000000000000,936.0,69.6,120.0,20.4,66.0,9.600000000000000,31.200000000000000,2.32,4.0,0.68,2.2,0.32000000000000000,452.4,780.0,132.6,429.0,62.400000000000000,58.0,9.86,31.9,4.64,17.0,55.0,8.0,9.35,1.36,4.4,not fire
3,8,2012,35,63,14,0.3,76.6,5.7,10.0,1.7,5.5,0.8,24.0,6036.0,105.0,189.0,42.0,0.9000000000000000,229.80000000000000,17.1,30.0,5.1,16.5,2.4000000000000000,16096.0,280.0,504.0,112.0,2.4,612.8,45.6,80.0,13.6,44.0,6.4,70420.0,126756.0,28168.0,603.6,154119.20000000000,11468.4,20120.0,3420.4,11066.0,1609.6000000000000,2205.0,490.0,10.5,2681.0,199.5,350.0,59.5,192.5,28.0,882.0,18.9,4825.800000000000,359.1,630.0,107.1,346.5,50.400000000000000,4.2,1072.4000000000000,79.8,140.0,23.8,77.0,11.200000000000000,22.980000000000000,1.71,3.0,0.51,1.65,0.24,436.62,766.0,130.22,421.30000000000000,61.28,57.0,9.69,31.35,4.5600000000000000,17.0,55.0,8.0,9.35,1.36,4.4,not fire
4,8,2012,34,69,13,0.0,85.0,8.2,19.8,4.0,8.2,3.9,32.0,8048.0,136.0,276.0,52.0,0.0,340.0,32.8,79.2,16.0,32.8,15.6,16096.0,272.0,552.0,104.0,0.0,680.0,65.6,158.4,32.0,65.6,31.2,68408.0,138828.0,26156.0,0.0,171020.0,16498.400000000000,39837.6,8048.0,16498.400000000000,7846.8,2346.0,442.0,0.0,2890.0,278.80000000000000,673.2,136.0,278.80000000000000,132.6,897.0,0.0,5865.0,565.8,1366.2,276.0,565.8,269.10000000000000,0.0,1105.0,106.6,257.40000000000000,52.0,106.6,50.700000000000000,0.0,0.0,0.0,0.0,0.0,0.0,697.0000000000000,1683.0,340.0,697.0000000000000,331.5,162.36000000000000,32.8,67.24,31.980000000000000,79.2,162.36000000000000,77.22,32.8,15.6,31.980000000000000,fire
5,8,2012,34,65,13,0.0,86.8,11.1,29.7,5.2,11.5,6.1,40.0,10060.0,170.0,325.0,65.0,0.0,434.0,55.5,148.5,26.0,57.5,30.5,16096.0,272.0,520.0,104.0,0.0,694.4,88.8,237.6,41.6,92.0,48.8,68408.0,130780.0,26156.0,0.0,174641.6,22333.2,59756.4,10462.4,23138.0,12273.200000000000,2210.0,442.0,0.0,2951.2,377.4,1009.8,176.8,391.0,207.40000000000000,845.0,0.0,5642.0,721.5,1930.5,338.0,747.5,396.5,0.0,1128.4000000000000,144.30000000000000,386.10000000000000,67.60000000000000,149.5,79.3,0.0,0.0,0.0,0.0,0.0,0.0,963.4800000000000,2577.96,451.36,998.2000000000000,529.4800000000000,329.67000000000000,57.72,127.65000000000000,67.71,154.44,341.55,181.17,59.800000000000000,31.72,70.15000000000000,fire
6,8,2012,32,75,14,0.0,86.4,13.0,39.1,5.2,14.2,6.8,48.0,12072.0,192.0,450.0,84.0,0.0,518.4000000000000,78.0,234.60000000000000,31.200000000000000,85.20000000000000,40.8,16096.0,256.0,600.0,112.0,0.0,691.2,104.0,312.8,41.6,113.6,54.4,64384.0,150900.0,28168.0,0.0,173836.80000000000,26156.0,78669.2,10462.4,28570.400000000000,13681.6,2400.0,448.0,0.0,2764.8,416.0,1251.2,166.4,454.4,217.6,1050.0,0.0,6480.0,975.0,2932.5,390.0,1065.0,510.0,0.0,1209.6000000000000,182.0,547.4,72.8,198.80000000000000,95.2,0.0,0.0,0.0,0.0,0.0,0.0,1123.2,3378.2400000000000,449.28000000000000,1226.88,587.52,508.3,67.60000000000000,184.6,88.40000000000000,203.32000000000000,555.22,265.88,73.84,35.36,96.56000000000000,fire
7,8,2012,32,69,16,0.0,86.5,15.5,48.6,5.5,17.2,8.0,56.0,14084.0,224.0,483.0,112.0,0.0,605.5,108.5,340.2,38.5,120.40000000000000,56.0,16096.0,256.0,552.0,128.0,0.0,692.0,124.0,388.8,44.0,137.6,64.0,64384.0,138828.0,32192.0,0.0,174038.0,31186.0,97783.2,11066.0,34606.4,16096.0,2208.0,512.0,0.0,2768.0,496.0,1555.2,176.0,550.4,256.0,1104.0,0.0,5968.5,1069.5,3353.4,379.5,1186.8,552.0,0.0,1384.0,248.0,777.6,88.0,275.2,128.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.75,4203.900000000000,475.75,1487.8,692.0,753.3000000000000,85.25,266.60000000000000,124.0,267.3,835.92,388.8,94.6,44.0,137.6,fire
8,8,2012,32,60,18,0.3,77.1,11.3,47.0,2.2,14.1,2.6,64.0,16096.0,256.0,480.0,144.0,2.4,616.8,90.4,376.0,17.6,112.8,20.8,16096.0,256.0,480.0,144.0,2.4,616.8,90.4,376.0,17.6,112.8,20.8,64384.0,120720.0,36216.0,603.6,155125.20000000000,22735.600000000000,94564.0,4426.400000000000,28369.2,5231.2,1920.0,576.0,9.6,2467.2,361.6,1504.0,70.4,451.2,83.2,1080.0,18.0,4626.0,678.0,2820.0,132.0,846.0,156.0,5.4000000000000000,1387.8,203.4,846.0,39.6,253.80000000000000,46.800000000000000,23.13,3.39,14.1,0.66,4.2300000000000000,0.78,871.23,3623.7,169.62,1087.11,200.46000000000000,531.1,24.860000000000000,159.33,29.380000000000000,103.4,662.7000000000000,122.2,31.020000000000000,5.720000000000000,36.660000000000000,not fire
9,8,2012,35,59,17,0.0,87.4,14.8,57.0,6.9,17.9,9.9,72.0,18108.0,315.0,531.0,153.0,0.0,786.6,133.20000000000000,513.0,62.1,161.1,89.10000000000000,16096.0,280.0,472.0,136.0,0.0,699.2,118.4,456.0,55.2,143.2,79.2,70420.0,118708.0,34204.0,0.0,175848.80000000000,29777.600000000000,114684.0,13882.800000000000,36014.800000000000,19918.8,2065.0,595.0,0.0,3059.0,518.0,1995.0,241.5,626.5,346.5,1003.0,0.0,5156.6,873.2,3363.0,407.1,1056.1,584.1,0.0,1485.8000000000000,251.60000000000000,969.0,117.30000000000000,304.30000000000000,168.3,0.0,0.0,0.0,0.0,0.0,0.0,1293.5200000000000,4981.8,603.0600000000000,1564.46,865.2600000000000,843.6,102.12,264.92,146.52,393.3,1020.3,564.3000000000000,123.51000000000000,68.31,177.21000000000000,fire
10,8,2012,35,55,14,0.0,88.9,18.6,67.0,7.4,21.9,11.6,80.0,20120.0,350.0,550.0,140.0,0.0,889.0,186.0,670.0,74.0,219.0,116.0,16096.0,280.0,440.0,112.0,0.0,711.2,148.8,536.0,59.2,175.2,92.8,70420.0,110660.0,28168.0,0.0,178866.80000000000,37423.200000000000,134804.0,14888.800000000000,44062.800000000000,23339.2,1925.0,490.0,0.0,3111.5,651.0,2345.0,259.0,766.5,406.0,770.0,0.0,4889.5,1023.0000000000000,3685.0,407.0,1204.5,638.0,0.0,1244.6000000000000,260.40000000000000,938.0,103.60000000000000,306.60000000000000,162.4,0.0,0.0,0.0,0.0,0.0,0.0,1653.5400000000000,5956.3,657.8600000000000,1946.91,1031.24,1246.2,137.64000000000000,407.34000000000000,215.76000000000000,495.8,1467.3,777.2000000000000,162.06,85.84,254.04000000000000,fire
11,8,2012,35,63,13,0.0,88.9,21.7,77.0,7.1,25.5,12.1,88.0,22132.0,385.0,693.0,143.0,0.0,977.9000000000000,238.7,847.0,78.1,280.5,133.1,16096.0,280.0,504.0,104.0,0.0,711.2,173.6,616.0,56.8,204.0,96.8,70420.0,126756.0,26156.0,0.0,178866.80000000000,43660.4,154924.0,14285.200000000000,51306.0,24345.2,2205.0,455.0,0.0,3111.5,759.5,2695.0,248.5,892.5,423.5,819.0,0.0,5600.700000000000,1367.1,4851.0,447.30000000000000,1606.5,762.3,0.0,1155.7,282.10000000000000,1001.0,92.3,331.5,157.30000000000000,0.0,0.0,0.0,0.0,0.0,0.0,1929.13,6845.3,631.19,2266.9500000000000,1075.69,1670.9000000000000,154.07,553.35,262.57,546.7000000000000,1963.5,931.7000000000000,181.05000000000000,85.91,308.55,fire
12,8,2012,35,51,13,0.3,81.3,15.6,75.1,2.5,20.7,4.2,96.0,24144.0,420.0,612.0,156.0,3.6000000000000000,975.6000000000000,187.2,901.2000000000000,30.0,248.40000000000000,50.400000000000000,16096.0,280.0,408.0,104.0,2.4,650.4,124.8,600.8,20.0,165.6,33.6,70420.0,102612.0,26156.0,603.6,163575.6,31387.2,151101.20000000000,5030.0,41648.4,8450.4,1785.0,455.0,10.5,2845.5,546.0,2628.5,87.5,724.5,147.0,663.0,15.300000000000000,4146.3,795.6,3830.1,127.5,1055.7,214.20000000000000,3.9,1056.9000000000000,202.80000000000000,976.3,32.5,269.10000000000000,54.6,24.390000000000000,4.68,22.530000000000000,0.75,6.21,1.26,1268.28,6105.630000000000,203.25,1682.9100000000000,341.46,1171.56,39.0,322.92000000000000,65.52,187.75,1554.57,315.42,51.75,10.5,86.94,not fire
13,8,2012,35,63,15,0.0,87.0,19.0,85.1,5.9,24.4,10.2,104.0,26156.0,455.0,819.0,195.0,0.0,1131.0,247.0,1106.3,76.7,317.2,132.6,16096.0,280.0,504.0,120.0,0.0,696.0,152.0,680.8,47.2,195.2,81.6,70420.0,126756.0,30180.0,0.0,175044.0,38228.0,171221.20000000000,11870.800000000000,49092.800000000000,20522.400000000000,2205.0,525.0,0.0,3045.0,665.0,2978.5,206.5,854.0,357.0,945.0,0.0,5481.0,1197.0,5361.300000000000,371.70000000000000,1537.2000000000000,642.6000000000000,0.0,1305.0,285.0,1276.5,88.5,366.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,1653.0,7403.7,513.3000000000000,2122.8000000000000,887.4,1616.9000000000000,112.10000000000000,463.60000000000000,193.80000000000000,502.09,2076.4400000000000,868.0200000000000,143.96,60.18,248.88000000000000,fire
14,8,2012,33,66,14,0.0,87.0,21.7,94.7,5.7,27.2,10.6,112.0,28168.0,462.0,924.0,196.0,0.0,1218.0,303.8,1325.8,79.8,380.8,148.4,16096.0,264.0,528.0,112.0,0.0,696.0,173.6,757.6,45.6,217.6,84.8,66396.0,132792.0,28168.0,0.0,175044.0,43660.4,190536.4,11468.4,54726.4,21327.2,2178.0,462.0,0.0,2871.0,716.1,3125.1,188.1,897.6,349.8,924.0,0.0,5742.0,1432.2,6250.2,376.2,1795.2,699.6,0.0,1218.0,303.8,1325.8,79.8,380.8,148.4,0.0,0.0,0.0,0.0,0.0,0.0,1887.9000000000000,8238.9,495.90000000000000,2366.4,922.2000000000000,2054.99,123.69,590.24,230.02000000000000,539.7900000000000,2575.84,1003.82,155.04,60.42,288.32,fire
15,8,2012,36,55,13,0.3,82.4,15.6,92.5,3.7,22.0,6.3,120.0,30180.0,540.0,825.0,195.0,4.5,1236.0,234.0,1387.5,55.5,330.0,94.5,16096.0,288.0,440.0,104.0,2.4,659.2,124.8,740.0,29.6,176.0,50.4,72432.0,110660.0,26156.0,603.6,165788.80000000000,31387.2,186110.0,7444.400000000000,44264.0,12675.6,1980.0,468.0,10.800000000000000,2966.4,561.6,3330.0,133.20000000000000,792.0,226.80000000000000,715.0,16.5,4532.0,858.0,5087.5,203.5,1210.0,346.5,3.9,1071.2,202.80000000000000,1202.5,48.1,286.0,81.90000000000000,24.720000000000000,4.68,27.75,1.11,6.6,1.89,1285.44,7622.000000000000,304.88000000000000,1812.8000000000000,519.12,1443.0,57.72,343.2,98.28,342.25,2035.0,582.75,81.4,23.31,138.6,fire
16,8,2012,36,61,18,0.3,80.2,11.7,90.4,2.8,17.6,4.2,128.0,32192.0,576.0,976.0,288.0,4.8,1283.2,187.2,1446.4,44.8,281.6,67.2,16096.0,288.0,488.0,144.0,2.4,641.6,93.6,723.2,22.4,140.8,33.6,72432.0,122732.0,36216.0,603.6,161362.4,23540.400000000000,181884.80000000000,5633.600000000000,35411.200000000000,8450.4,2196.0,648.0,10.800000000000000,2887.2000000000000,421.2,3254.4,100.8,633.6,151.20000000000000,1098.0,18.3,4892.2,713.7000000000000,5514.400000000000,170.80000000000000,1073.6000000000000,256.2,5.4000000000000000,1443.6000000000000,210.6,1627.2,50.4,316.8,75.60000000000000,24.06,3.51,27.12,0.84,5.28,1.26,938.34,7250.080000000000,224.56,1411.5200000000000,336.84000000000000,1057.68,32.76,205.92000000000000,49.14,253.12,1591.0400000000000,379.68000000000000,49.28,11.76,73.92000000000000,fire
17,8,2012,37,52,18,0.0,89.3,16.0,100.7,9.7,22.9,14.6,136.0,34204.0,629.0,884.0,306.0,0.0,1518.1,272.0,1711.9,164.90000000000000,389.30000000000000,248.2,16096.0,296.0,416.0,144.0,0.0,714.4,128.0,805.6,77.6,183.2,116.8,74444.0,104624.0,36216.0,0.0,179671.6,32192.0,202608.4,19516.400000000000,46074.800000000000,29375.2,1924.0,666.0,0.0,3304.1,592.0,3725.9,358.9,847.3,540.2000000000000,936.0,0.0,4643.600000000000,832.0,5236.400000000000,504.4,1190.8,759.2000000000000,0.0,1607.4000000000000,288.0,1812.6000000000000,174.6,412.2,262.8,0.0,0.0,0.0,0.0,0.0,0.0,1428.8,8992.51,866.2100000000000,2044.9700000000000,1303.78,1611.2,155.2,366.4,233.6,976.79,2306.0300000000000,1470.22,222.13000000000000,141.62000000000000,334.34,fire
18,8,2012,36,54,18,0.0,89.4,20.0,110.9,9.7,27.5,16.1,144.0,36216.0,648.0,972.0,324.0,0.0,1609.2,360.0,1996.2,174.6,495.0,289.8,16096.0,288.0,432.0,144.0,0.0,715.2,160.0,887.2,77.6,220.0,128.8,72432.0,108648.0,36216.0,0.0,179872.80000000000,40240.0,223130.80000000000,19516.400000000000,55330.0,32393.200000000000,1944.0,648.0,0.0,3218.4,720.0,3992.4,349.2,990.0,579.6,972.0,0.0,4827.6,1080.0,5988.6,523.8,1485.0,869.4000000000000,0.0,1609.2,360.0,1996.2,174.6,495.0,289.8,0.0,0.0,0.0,0.0,0.0,0.0,1788.0,9914.460000000000,867.18,2458.5,1439.3400000000000,2218.0,194.0,550.0,322.0,1075.73,3049.75,1785.4900000000000,266.75,156.17000000000000,442.75000000000000,fire
19,8,2012,35,62,19,0.0,89.4,23.2,120.9,9.7,31.3,17.2,152.0,38228.0,665.0,1178.0,361.0,0.0,1698.6000000000000,440.8,2297.1,184.30000000000000,594.7,326.8,16096.0,280.0,496.0,152.0,0.0,715.2,185.6,967.2,77.6,250.4,137.6,70420.0,124744.0,38228.0,0.0,179872.80000000000,46678.4,243250.80000000000,19516.400000000000,62975.6,34606.4,2170.0,665.0,0.0,3129.0,812.0,4231.5,339.5,1095.5,602.0,1178.0,0.0,5542.8,1438.4000000000000,7495.8,601.4,1940.6000000000000,1066.4000000000000,0.0,1698.6000000000000,440.8,2297.1,184.30000000000000,594.7,326.8,0.0,0.0,0.0,0.0,0.0,0.0,2074.08,10808.460000000000,867.18,2798.2200000000000,1537.68,2804.88,225.04000000000000,726.16,399.04000000000000,1172.73,3784.17,2079.48,303.61000000000000,166.84000000000000,538.36,fire
20,8,2012,35,68,19,0.0,88.3,25.9,130.6,8.8,34.7,16.8,160.0,40240.0,700.0,1360.0,380.0,0.0,1766.0,518.0,2612.0,176.0,694.0,336.0,16096.0,280.0,544.0,152.0,0.0,706.4,207.2,1044.8,70.4,277.6,134.4,70420.0,136816.0,38228.0,0.0,177659.6,52110.800000000000,262767.2,17705.600000000000,69816.40000000000,33801.6,2380.0,665.0,0.0,3090.5,906.5,4571.0,308.0,1214.5,588.0,1292.0,0.0,6004.4,1761.2000000000000,8880.8,598.4000000000000,2359.6000000000000,1142.4,0.0,1677.7,492.10000000000000,2481.4,167.20000000000000,659.3000000000000,319.2,0.0,0.0,0.0,0.0,0.0,0.0,2286.97,11531.98,777.0400000000000,3064.01,1483.44,3382.5400000000000,227.92000000000000,898.73,435.12,1149.28,4531.820000000000,2194.08,305.36000000000000,147.84000000000000,582.96,fire
21,8,2012,36,58,19,0.0,88.6,29.6,141.1,9.2,38.8,18.4,168.0,42252.0,756.0,1218.0,399.0,0.0,1860.6,621.6,2963.1,193.2,814.8,386.4,16096.0,288.0,464.0,152.0,0.0,708.8,236.8,1128.8,73.6,310.4,147.2,72432.0,116696.0,38228.0,0.0,178263.20000000000,59555.200000000000,283893.2,18510.400000000000,78065.60000000000,37020.800000000000,2088.0,684.0,0.0,3189.6,1065.6000000000000,5079.600000000000,331.2,1396.8,662.4,1102.0,0.0,5138.800000000000,1716.8000000000000,8183.800000000000,533.6000000000000,2250.4000000000000,1067.2000000000000,0.0,1683.4000000000000,562.4,2680.9,174.80000000000000,737.2000000000000,349.60000000000000,0.0,0.0,0.0,0.0,0.0,0.0,2622.56,12501.46,815.1200000000000,3437.6800000000000,1630.2400000000000,4176.56,272.32,1148.48,544.64,1298.12,5474.680000000000,2596.24,356.9600000000000,169.28000000000000,713.9200000000000,fire
22,8,2012,36,55,18,0.0,89.1,33.5,151.3,9.9,43.1,20.4,176.0,44264.0,792.0,1210.0,396.0,0.0,1960.2000000000000,737.0,3328.6000000000000,217.8,948.2,448.80000000000000,16096.0,288.0,440.0,144.0,0.0,712.8,268.0,1210.4,79.2,344.8,163.2,72432.0,110660.0,36216.0,0.0,179269.20000000000,67402.0,304415.60000000000,19918.8,86717.2,41044.800000000000,1980.0,648.0,0.0,3207.6,1206.0,5446.8,356.40000000000000,1551.6000000000000,734.4,990.0,0.0,4900.5,1842.5,8321.5,544.5,2370.5,1122.0,0.0,1603.8,603.0,2723.4,178.20000000000000,775.8000000000000,367.2,0.0,0.0,0.0,0.0,0.0,0.0,2984.85,13480.83,882.09,3840.21,1817.6400000000000,5068.55,331.65000000000000,1443.8500000000000,683.4,1497.8700000000000,6521.030000000000,3086.52,426.69000000000000,201.96000000000000,879.24,fire
23,8,2012,36,53,16,0.0,89.5,37.6,161.5,10.4,47.5,22.3,184.0,46276.0,828.0,1219.0,368.0,0.0,2058.5,864.8000000000000,3714.5,239.20000000000000,1092.5,512.9,16096.0,288.0,424.0,128.0,0.0,716.0,300.8,1292.0,83.2,380.0,178.4,72432.0,106636.0,32192.0,0.0,180074.0,75651.2,324938.0,20924.8,95570.0,44867.6,1908.0,576.0,0.0,3222.0,1353.6000000000000,5814.0,374.40000000000000,1710.0,802.8000000000000,848.0,0.0,4743.5,1992.8000000000000,8559.5,551.2,2517.5,1181.9,0.0,1432.0,601.6,2584.0,166.4,760.0,356.8,0.0,0.0,0.0,0.0,0.0,0.0,3365.2000000000000,14454.25,930.8000000000000,4251.25,1995.8500000000000,6072.400000000000,391.04,1786.0,838.48,1679.6000000000000,7671.25,3601.4500000000000,494.0,231.92000000000000,1059.25,fire
24,8,2012,34,64,14,0.0,88.9,40.5,171.3,9.0,50.9,20.9,192.0,48288.0,816.0,1536.0,336.0,0.0,2133.6000000000000,972.0,4111.200000000000,216.0,1221.6,501.60000000000000,16096.0,272.0,512.0,112.0,0.0,711.2,324.0,1370.4,72.0,407.2,167.2,68408.0,128768.0,28168.0,0.0,178866.80000000000,81486.0,344655.60000000000,18108.0,102410.8,42050.800000000000,2176.0,476.0,0.0,3022.6000000000000,1377.0,5824.200000000000,306.0,1730.6,710.6000000000000,896.0,0.0,5689.6,2592.0,10963.2,576.0,3257.6,1337.6,0.0,1244.6000000000000,567.0,2398.2000000000000,126.0,712.6,292.60000000000000,0.0,0.0,0.0,0.0,0.0,0.0,3600.4500000000000,15228.570000000000,800.1,4525.01,1858.01,6937.650000000000,364.5,2061.45,846.4500000000000,1541.7,8719.17,3580.17,458.10000000000000,188.1,1063.81,fire
25,8,2012,35,60,15,0.0,88.9,43.9,181.3,8.2,54.7,20.3,200.0,50300.0,875.0,1500.0,375.0,0.0,2222.5,1097.5,4532.5,205.00000000000000,1367.5,507.5,16096.0,280.0,480.0,120.0,0.0,711.2,351.2,1450.4,65.6,437.6,162.4,70420.0,120720.0,30180.0,0.0,178866.80000000000,88326.8,364775.60000000000,16498.400000000000,110056.40000000000,40843.6,2100.0,525.0,0.0,3111.5,1536.5,6345.5,287.0,1914.5,710.5,900.0,0.0,5334.0,2634.0,10878.0,492.00000000000000,3282.0,1218.0,0.0,1333.5,658.5,2719.5,123.00000000000000,820.5,304.5,0.0,0.0,0.0,0.0,0.0,0.0,3902.71,16117.570000000000,728.98,4862.830000000000,1804.67,7959.070000000000,359.98000000000000,2401.33,891.17,1486.6600000000000,9917.11,3680.3900000000000,448.54000000000000,166.46000000000000,1110.41,fire
26,8,2012,31,78,18,0.0,85.8,45.6,190.6,4.7,57.1,13.7,208.0,52312.0,806.0,2028.0,468.0,0.0,2230.8000000000000,1185.6000000000000,4955.600000000000,122.2,1484.6000000000000,356.2,16096.0,248.0,624.0,144.0,0.0,686.4,364.8,1524.8,37.6,456.8,109.6,62372.0,156936.0,36216.0,0.0,172629.6,91747.2,383487.2,9456.4,114885.2,27564.400000000000,2418.0,558.0,0.0,2659.8000000000000,1413.6000000000000,5908.600000000000,145.70000000000000,1770.1000000000000,424.7,1404.0,0.0,6692.4,3556.8,14866.8,366.6,4453.8,1068.6,0.0,1544.4000000000000,820.8000000000000,3430.8000000000000,84.60000000000000,1027.8,246.6,0.0,0.0,0.0,0.0,0.0,0.0,3912.48,16353.48,403.26,4899.18,1175.4600000000000,8691.36,214.32000000000000,2603.76,624.72,895.82,10883.26,2611.22,268.37,64.39,782.27,fire 
27,8,2012,33,82,21,0.0,84.9,47.0,200.2,4.4,59.3,13.2,216.0,54324.0,891.0,2214.0,567.0,0.0,2292.3,1269.0,5405.4,118.80000000000000,1601.1,356.4,16096.0,264.0,656.0,168.0,0.0,679.2,376.0,1601.6,35.2,474.4,105.6,66396.0,164984.0,42252.0,0.0,170818.80000000000,94564.0,402802.40000000000,8852.800000000000,119311.60000000000,26558.400000000000,2706.0,693.0,0.0,2801.7000000000000,1551.0,6606.600000000000,145.20000000000000,1956.9000000000000,435.60000000000000,1722.0,0.0,6961.8,3854.0,16416.400000000000,360.8,4862.600000000000,1082.4000000000000,0.0,1782.9,987.0,4204.2,92.4,1245.3,277.2,0.0,0.0,0.0,0.0,0.0,0.0,3990.3,16996.98,373.56000000000000,5034.57,1120.68,9409.4,206.8,2787.1,620.4,880.88,11871.860000000000,2642.64,260.92,58.08,782.7600000000000,fire
28,8,2012,34,64,16,0.0,89.4,50.2,210.4,7.3,62.9,19.9,224.0,56336.0,952.0,1792.0,448.0,0.0,2503.2000000000000,1405.6000000000000,5891.2,204.4,1761.2,557.2000000000000,16096.0,272.0,512.0,128.0,0.0,715.2,401.6,1683.2,58.4,503.2,159.2,68408.0,128768.0,32192.0,0.0,179872.80000000000,101002.40000000000,423324.8,14687.6,126554.8,40038.800000000000,2176.0,544.0,0.0,3039.6000000000000,1706.8000000000000,7153.6,248.2,2138.6,676.6000000000000,1024.0,0.0,5721.6,3212.8,13465.6,467.2,4025.6,1273.6,0.0,1430.4,803.2,3366.4,116.8,1006.4,318.4,0.0,0.0,0.0,0.0,0.0,0.0,4487.88,18809.760000000000,652.62,5623.26,1779.06,10562.080000000000,366.46000000000000,3157.58,998.98,1535.92,13234.16,4186.96,459.17000000000000,145.27000000000000,1251.7100000000000,fire 
29,8,2012,35,48,18,0.0,90.1,54.2,220.4,12.5,67.4,30.2,232.0,58348.0,1015.0,1392.0,522.0,0.0,2612.9000000000000,1571.8000000000000,6391.6,362.5,1954.6000000000000,875.8,16096.0,280.0,384.0,144.0,0.0,720.8,433.6,1763.2,100.0,539.2,241.6,70420.0,96576.0,36216.0,0.0,181281.20000000000,109050.40000000000,443444.8,25150.0,135608.80000000000,60762.4,1680.0,630.0,0.0,3153.5,1897.0,7714.0,437.5,2359.0,1057.0,864.0,0.0,4324.800000000000,2601.6000000000000,10579.2,600.0,3235.2000000000000,1449.6,0.0,1621.8,975.6,3967.2000000000000,225.0,1213.2,543.6,0.0,0.0,0.0,0.0,0.0,0.0,4883.42,19858.04,1126.25,6072.74,2721.02,11945.68,677.5,3653.0800000000000,1636.8400000000000,2755.0,14854.960000000000,6656.08,842.5000000000000,377.5,2035.48,fire
30,8,2012,35,70,17,0.8,72.7,25.2,180.4,1.7,37.4,4.2,240.0,60360.0,1050.0,2100.0,510.0,24.0,2181.0,756.0,5412.0,51.0,1122.0,126.0,16096.0,280.0,560.0,136.0,6.4,581.6,201.6,1443.2,13.6,299.2,33.6,70420.0,140840.0,34204.0,1609.6000000000000,146272.4,50702.4,362964.8,3420.4,75248.8,8450.4,2450.0,595.0,28.0,2544.5,882.0,6314.0,59.5,1309.0,147.0,1190.0,56.0,5089.0,1764.0,12628.0,119.0,2618.0,294.0,13.600000000000000,1235.9,428.4,3066.8,28.9,635.8,71.4,58.160000000000000,20.16,144.32000000000000,1.36,29.92,3.3600000000000000,1832.04,13115.080000000000,123.59,2718.98,305.34000000000000,4546.08,42.840000000000000,942.4800000000000,105.84,306.68,6746.96,757.6800000000000,63.58,7.14,157.08,not fire
